,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.43,0.99,0.49,0.42,0.2,0.46
extprosys.csv,0.9,0.58,0.33,0.57,0.36,0.33
fluidium.csv,0.32,0.57,0.25,0.95,0.28,0.36
haphazard.csv,0.11,0.54,0.04,0.48,1.0,0.29
qcad2.csv,0.12,0.55,0.97,0.43,0.16,0.45
silvertree.csv,0.35,0.37,0.36,0.27,0.17,1.0
