,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.49,0.99,0.58,0.45,0.38,0.49
extprosys.csv,0.89,0.43,0.41,0.47,0.55,0.37
fluidium.csv,0.46,0.48,0.3,0.92,0.41,0.39
haphazard.csv,0.1,0.43,0.02,0.52,1.0,0.28
qcad2.csv,0.1,0.45,0.95,0.48,0.26,0.49
silvertree.csv,0.5,0.28,0.35,0.22,0.18,1.0
