,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.29,0.99,0.35,0.41,0.13,0.38
extprosys.csv,0.94,0.67,0.3,0.43,0.23,0.31
fluidium.csv,0.23,0.78,0.23,1.0,0.22,0.36
haphazard.csv,0.22,0.69,0.11,0.44,1.0,0.35
qcad2.csv,0.31,0.7,1.0,0.4,0.12,0.43
silvertree.csv,0.26,0.76,0.42,0.44,0.18,1.0
