,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.36,0.5,0.01,0.33,0.5,0.33,0.19,0.43,0.27,0.59,0.52,0.42,0.85,0.02,0.43,0.37,0.32,0.19,0.24
bulmages.csv,0.1,0.0,0.01,0.22,0.42,0.16,0.1,0.13,0.13,0.52,0.04,0.41,0.0,0.02,0.0,0.22,0.11,0.58,0.11
forester-atv.csv,0.15,0.5,0.81,0.09,0.28,0.15,0.06,0.22,0.24,0.3,0.22,0.14,0.15,0.33,0.48,0.14,0.02,0.31,0.03
google-collections.csv,0.97,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hannosset.csv,0.05,0.5,0.14,0.33,0.12,0.7,0.14,0.39,0.19,0.07,0.13,0.2,0.23,0.28,0.22,0.37,0.32,0.06,0.42
jbpm.csv,0.0,0.0,0.0,0.07,0.18,0.01,0.09,0.0,0.12,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.08
mevenide.csv,0.05,0.0,0.01,0.11,0.08,0.07,0.09,0.0,0.07,0.15,0.0,0.06,0.08,0.19,0.07,0.08,0.02,0.2,0.08
nassp.csv,0.11,0.0,0.0,0.24,0.12,0.19,0.1,0.35,0.09,0.17,0.04,0.15,0.38,0.07,0.14,0.16,0.11,0.07,0.06
open-media-library.csv,0.45,1.0,0.98,0.28,0.55,0.52,0.42,0.43,0.63,0.39,0.39,0.4,0.77,0.86,0.55,0.29,0.42,0.48,0.13
opendvr.csv,0.38,0.0,0.81,0.83,0.68,0.34,0.74,0.17,0.31,0.48,0.17,0.48,0.62,0.33,0.51,0.63,0.26,0.28,0.23
openefm.csv,0.48,0.0,0.68,0.26,0.55,0.25,0.13,0.91,0.5,0.33,0.39,0.54,0.15,0.6,0.7,0.27,0.55,0.92,0.53
oppna-program-hsatools.csv,0.15,0.5,1.0,0.41,0.68,0.52,0.81,0.43,0.62,0.85,0.09,0.57,0.23,0.95,0.19,0.47,0.36,1.0,0.76
paintown.csv,0.23,1.0,1.0,0.72,0.88,0.81,0.51,0.74,0.98,0.72,0.61,0.69,1.0,1.0,0.17,0.61,0.4,1.0,0.66
projectfactory.csv,0.45,0.5,0.56,0.24,0.48,0.54,0.14,0.48,0.46,0.24,0.3,0.41,0.54,0.47,0.71,0.33,0.43,0.44,0.47
smbopensoft.csv,0.93,1.0,0.22,0.78,0.7,0.67,0.6,0.7,0.57,0.46,0.87,0.57,1.0,0.33,0.93,0.84,0.91,0.0,0.4
st-filteredstatistics.csv,0.42,0.0,0.95,0.87,0.75,0.61,0.97,0.78,0.76,0.61,0.13,0.66,0.15,1.0,0.65,0.45,0.75,0.98,0.9
thedata.csv,0.55,1.0,1.0,0.28,0.48,0.81,0.78,0.7,0.72,0.76,0.78,0.55,0.85,0.81,0.67,0.39,0.45,0.7,0.06
trackit.csv,0.48,0.0,0.0,0.35,0.28,0.27,0.31,0.43,0.39,0.46,0.48,0.51,0.46,0.49,0.58,0.61,0.57,0.44,0.84
wxstudio.csv,0.33,0.0,0.11,0.57,0.28,0.09,0.84,0.39,0.06,0.2,0.48,0.22,0.08,0.21,0.16,0.24,0.19,0.18,0.73
