,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,368.0,83.5,98.5,97.5,98.5,385.0,394.0,97.5,99.0,463.5,96.5,958.5,193.0,96.5,1847.0,280.5,96.5,97.5,1023.5
bulmages.csv,183.0,99.0,99.0,273.5,96.5,402.5,370.0,94.5,555.0,370.0,98.5,1293.5,88.5,99.0,0.0,379.0,96.5,195.0,602.5
forester-atv.csv,90.5,99.0,293.0,238.5,98.5,193.0,492.5,95.5,372.0,429.0,97.5,467.0,93.5,99.0,1493.5,347.0,16.5,96.5,126.0
google-collections.csv,196.0,98.5,197.5,99.0,98.5,581.0,788.5,97.5,99.0,743.0,98.5,2103.0,98.5,99.0,2819.0,99.0,96.5,294.5,2505.0
hannosset.csv,194.0,96.5,96.5,595.5,85.5,386.0,843.5,94.5,165.0,135.5,84.5,809.5,90.5,80.5,445.5,99.0,80.5,270.0,1088.0
jbpm.csv,61.5,0.0,0.0,179.0,78.5,70.5,196.5,0.0,295.0,49.5,98.5,0.0,88.5,57.5,0.0,0.0,0.0,77.5,309.5
mevenide.csv,193.0,97.5,96.5,310.0,93.5,190.0,379.5,62.5,392.5,408.0,81.5,244.5,33.5,92.5,301.5,277.5,89.5,96.5,345.5
nassp.csv,194.0,98.5,98.5,360.5,98.5,193.0,373.0,95.5,97.5,182.0,88.5,328.0,90.5,105.0,552.0,280.5,96.5,92.5,299.0
open-media-library.csv,183.0,97.5,197.5,187.0,98.5,484.5,689.5,97.5,99.0,279.5,98.5,866.0,193.0,96.5,2111.5,280.5,96.5,195.0,513.5
opendvr.csv,196.0,97.5,98.5,97.5,98.5,193.0,690.0,97.5,99.0,281.5,98.5,1127.5,193.0,96.5,991.0,476.5,96.5,373.0,788.0
openefm.csv,97.5,80.5,195.5,97.5,86.5,189.0,294.5,95.5,99.0,182.0,98.5,1403.0,93.5,99.0,2370.5,99.0,96.5,294.5,1702.5
oppna-program-hsatools.csv,196.0,98.5,197.5,99.0,93.5,190.0,690.0,97.5,590.5,557.0,98.5,1204.0,89.0,99.0,325.5,99.0,96.5,294.5,2181.5
paintown.csv,196.0,99.0,197.5,99.0,98.5,578.0,591.5,97.5,99.0,557.0,98.5,1496.5,98.5,99.0,703.0,476.5,96.5,294.5,1933.5
projectfactory.csv,196.0,97.5,197.5,97.5,98.5,386.0,295.0,97.5,99.0,182.0,186.0,1235.0,90.5,99.0,2269.0,185.0,96.5,294.5,992.5
smbopensoft.csv,97.5,99.0,98.5,99.0,98.5,482.5,1245.0,95.5,99.0,555.0,98.5,1137.5,98.5,96.5,2547.5,99.0,95.5,53.5,1516.5
st-filteredstatistics.csv,196.0,97.5,98.5,99.0,83.5,380.0,788.5,95.5,590.5,465.5,98.5,1479.5,95.5,99.0,1683.5,476.5,96.5,294.5,2160.0
thedata.csv,194.0,99.0,293.0,187.0,98.5,581.0,492.5,97.5,99.0,647.5,98.5,1229.0,98.5,99.0,2613.5,379.0,96.5,195.0,174.5
trackit.csv,97.5,99.0,95.5,96.5,86.5,606.5,956.0,95.5,378.5,843.0,97.5,860.0,98.5,99.0,1832.5,99.0,95.5,96.5,1893.5
wxstudio.csv,196.0,91.5,98.5,99.0,85.5,146.0,295.5,97.5,96.5,597.5,98.5,627.0,95.5,191.5,684.5,282.5,89.5,196.0,1584.0
