,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,98.5,99.0,198.0,98.5,95.5,98.5,98.5,99.0,98.5,3557.5,195.0
biopax.csv,98.5,99.0,99.0,98.5,97.5,98.5,98.5,99.0,98.5,4479.0,293.5
crux-framework.csv,92.5,99.0,922.0,219.5,282.5,97.5,94.5,198.0,95.5,301.0,271.0
kml.csv,98.5,99.0,495.0,98.5,97.5,98.5,98.5,99.0,98.5,4479.0,293.5
les-indemodables.csv,98.5,277.5,99.0,98.5,97.5,98.5,98.5,99.0,98.5,2844.0,190.0
metacosm.csv,98.5,182.0,99.0,95.5,97.5,98.5,98.5,99.0,98.5,1172.5,195.0
moviesandbox.csv,98.5,89.5,198.0,98.5,337.0,98.5,98.5,99.0,86.5,3218.0,195.0
sigil.csv,98.5,88.5,99.0,98.5,64.5,98.5,98.5,96.5,98.5,2952.5,293.5
unflobtactical.csv,98.5,99.0,198.0,98.5,64.5,98.5,98.5,99.0,98.5,3845.0,91.5
xtreemfs.csv,98.5,99.0,99.0,98.5,95.5,98.5,98.5,99.0,272.5,3025.0,196.0
yale.csv,92.5,99.0,395.0,98.5,97.5,98.5,95.5,99.0,95.5,1709.5,91.5
