,recall,precision,pf,wins
abbot.csv,0.82,0.42,0.7,233
acdk.csv,0.44,0.52,0.24,598
acegisecurity.csv,0.64,0.44,0.48,411
adaptagrams.csv,0.4,0.5,0.22,585
adobe-source.csv,0.5,0.46,0.34,491
adonthell.csv,0.52,0.38,0.47,215
agilitybook.csv,0.41,0.4,0.39,251
aime.csv,0.29,0.35,0.28,224
alembik.csv,0.27,0.56,0.13,608
algebsql.csv,0.38,0.33,0.5,50
all-plasm.csv,0.33,0.42,0.29,348
alleg.csv,0.5,0.4,0.43,281
alpine.csv,0.72,0.41,0.6,260
alsa.csv,0.67,0.45,0.5,424
amanda.csv,0.53,0.45,0.42,408
amateur-scrolls.csv,0.2,0.35,0.15,317
ambulant.csv,0.65,0.4,0.64,144
amygdala.csv,0.4,0.41,0.37,286
anaxagora.csv,0.63,0.43,0.49,372
apolloplayer.csv,0.57,0.42,0.44,371
applet2app.csv,0.58,0.5,0.35,577
archive-crawler.csv,0.43,0.42,0.35,365
ardour.csv,0.52,0.51,0.3,592
arianne.csv,0.95,0.38,0.93,50
arm-webradio.csv,0.4,0.4,0.37,269
array4j.csv,0.58,0.36,0.62,84
arsenal-1.csv,0.25,0.48,0.17,521
atlc.csv,0.69,0.39,0.67,131
atomsite.csv,0.72,0.42,0.64,225
atunes.csv,0.6,0.43,0.47,372
auber.csv,0.81,0.41,0.72,184
aubit4gl.csv,0.14,0.39,0.13,353
autat.csv,0.29,0.48,0.18,537
autofac.csv,0.58,0.44,0.45,397
autoopencas.csv,0.3,0.28,0.45,15
autowikibrowser.csv,0.67,0.46,0.49,456
avifile.csv,0.45,0.36,0.5,116
avisynth2.csv,0.03,0.3,0.02,267
awemud.csv,0.57,0.46,0.39,488
azureus.csv,0.86,0.4,0.81,119
baadengine.csv,0.89,0.42,0.77,194
bacnet.csv,0.45,0.45,0.34,438
bacula.csv,0.73,0.42,0.59,295
badtrinity-zero.csv,0.45,0.44,0.33,436
badtrinitycore.csv,0.35,0.44,0.26,445
barracudamvc.csv,0.93,0.36,0.97,10
bdbbasic.csv,0.46,0.41,0.36,364
beast-mcmc.csv,0.74,0.45,0.57,395
benojt.csv,1.0,0.38,1.0,20
betoffice.csv,0.71,0.34,0.83,1
bibedt.csv,0.54,0.45,0.39,459
bibletime.csv,0.7,0.43,0.54,366
bigdata.csv,0.44,0.41,0.38,304
biodwh.csv,0.31,0.51,0.16,592
bionote.csv,0.35,0.51,0.19,591
biopax.csv,1.0,0.38,1.0,20
blogentis.csv,0.51,0.37,0.64,37
bloodycore.csv,0.2,0.4,0.18,354
bnetd.csv,0.77,0.41,0.69,189
bochs.csv,0.72,0.39,0.63,191
boost.csv,0.61,0.46,0.44,463
botsnscouts.csv,0.64,0.47,0.42,516
brlcad.csv,0.28,0.47,0.18,516
bscwweasel.csv,0.27,0.47,0.17,523
buddata-ebxml-registry.csv,0.97,0.38,0.94,53
bullet.csv,0.61,0.39,0.58,169
bulmages.csv,0.17,0.33,0.12,298
bwapi.csv,0.96,0.38,0.96,34
bzbyte.csv,0.22,0.1,0.17,36
calcubetimer.csv,0.72,0.39,0.61,223
capcode.csv,0.58,0.38,0.58,136
carabiner.csv,0.69,0.44,0.53,391
cascading.csv,0.69,0.43,0.52,389
chaosrts.csv,0.53,0.42,0.42,355
chaperon.csv,0.4,0.36,0.44,135
checker-framework.csv,0.86,0.39,0.81,109
chipster.csv,0.15,0.38,0.12,368
chrysalis.csv,0.48,0.5,0.29,567
cities3d.csv,0.27,0.39,0.2,386
clamav.csv,0.74,0.42,0.6,294
cleartk.csv,0.74,0.4,0.65,193
cme.csv,0.0,0.0,0.0,2
co-ode-owl-plugins.csv,0.5,0.4,0.46,236
codeblocks.csv,0.63,0.46,0.42,501
codepurge.csv,0.53,0.45,0.41,420
codesmith.csv,0.65,0.38,0.66,109
columba.csv,0.65,0.45,0.45,471
coot.csv,0.5,0.35,0.48,152
cornerstone.csv,0.26,0.53,0.12,601
cortex-vfx.csv,0.38,0.51,0.23,576
crisscross.csv,0.94,0.38,0.91,63
critterding.csv,0.88,0.38,0.85,73
crux-framework.csv,0.27,0.42,0.23,388
ctrlr.csv,0.24,0.28,0.33,68
cubefs.csv,0.53,0.39,0.48,227
customsagetv.csv,0.15,0.5,0.09,557
customwars.csv,0.52,0.49,0.33,551
dataobjectsdotnet.csv,0.65,0.41,0.54,283
delphilhlplib.csv,0.67,0.43,0.52,366
doomlegacy.csv,0.73,0.46,0.59,369
dspace-gsoc.csv,0.71,0.44,0.55,382
dsworkbench.csv,0.08,0.33,0.07,291
dvd-create.csv,0.73,0.42,0.6,289
dvt.csv,0.32,0.44,0.24,445
dxengine.csv,0.35,0.38,0.31,280
dynalloy.csv,0.64,0.39,0.6,169
echongl.csv,0.5,0.43,0.41,358
elateportal.csv,0.58,0.4,0.5,256
electric-core.csv,0.76,0.43,0.6,329
elmo.csv,0.29,0.44,0.23,431
elvishrayrenderer.csv,0.35,0.38,0.33,248
emeraldemu.csv,0.44,0.48,0.3,515
emftriple.csv,0.15,0.26,0.23,83
emisview.csv,0.2,0.43,0.11,490
emite.csv,0.27,0.45,0.2,466
emono.csv,0.69,0.4,0.67,139
empserver.csv,0.76,0.4,0.68,182
empyrean.csv,0.0,0.0,0.0,2
encog-cs.csv,0.79,0.37,0.8,62
encog-java.csv,0.08,0.41,0.05,442
enzo.csv,0.94,0.38,0.92,54
esmf.csv,0.67,0.43,0.56,298
etics.csv,0.4,0.53,0.21,603
exist.csv,0.94,0.4,0.91,75
exl.csv,0.51,0.41,0.45,277
exordium.csv,0.62,0.46,0.43,482
extprosys.csv,0.78,0.38,0.75,105
factor.csv,0.15,0.43,0.09,478
fbmanager.csv,0.01,0.04,0.0,24
fceugc.csv,0.4,0.39,0.4,217
ffigo.csv,0.2,0.39,0.18,334
fido.csv,0.0,0.0,0.0,2
findbugs.csv,0.61,0.43,0.46,396
firebird.csv,0.82,0.44,0.69,274
firebreath.csv,0.55,0.48,0.37,521
fityk.csv,0.66,0.44,0.48,427
fleet-simulator.csv,0.87,0.4,0.78,150
flexpay.csv,0.43,0.38,0.4,231
fltk.csv,0.61,0.44,0.47,397
fluent-nhibernate.csv,0.32,0.5,0.2,559
flylegacy.csv,0.57,0.43,0.42,414
flylinkdc.csv,0.82,0.4,0.74,159
fmri-dmt.csv,0.58,0.33,0.69,16
fontforge.csv,0.92,0.4,0.84,126
forester-atv.csv,0.17,0.42,0.13,430
foursquared.csv,0.14,0.4,0.09,429
free-evolution.csv,0.53,0.42,0.42,355
freebios.csv,0.44,0.35,0.51,90
freedom-erp.csv,0.12,0.33,0.1,285
freelords.csv,0.76,0.42,0.63,272
freenet.csv,0.87,0.38,0.86,65
freewrl.csv,0.75,0.4,0.65,204
fritzing.csv,0.55,0.47,0.36,517
frogatto.csv,0.83,0.41,0.69,237
ftm.csv,0.24,0.6,0.1,614
fulguro.csv,0.54,0.33,0.55,94
gabel.csv,0.34,0.54,0.18,604
galaxium.csv,0.6,0.49,0.39,546
gamestone.csv,0.19,0.36,0.2,254
gbif-indexingtoolkit.csv,0.36,0.37,0.39,176
gbif-providertoolkit.csv,0.32,0.4,0.25,378
gdis.csv,0.61,0.42,0.52,288
