,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.67,0.51,1.0,0.49
hibernate.csv,0.25,0.48,0.23,0.97
lamp.csv,1.0,0.09,0.09,0.1
thout.csv,0.33,0.93,0.31,0.42
