,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.45,0.69,0.0,0.56
hibernate.csv,0.24,0.17,0.36,0.0
lamp.csv,0.0,0.02,0.0,0.02
thout.csv,0.36,0.0,0.27,0.31
