,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,1626.5,350.0,92.5,97.5,192.0,96.5,958.5,553.5,555.0,97.5,77.5,97.5,96.5,94.5,388.5,289.0,196.5,773.5,87.5,198.0
etherboot.csv,0.0,784.5,197.5,97.5,115.5,99.0,0.0,294.0,644.0,0.0,549.0,0.0,98.5,97.5,823.5,97.5,0.0,321.5,0.0,0.0
gebr.csv,3034.5,784.5,198.0,393.5,579.5,99.0,685.0,492.0,849.5,196.0,566.0,494.0,98.5,97.5,782.0,97.5,99.0,3269.5,99.0,198.0
gpac.csv,546.5,784.5,297.0,295.0,579.5,99.0,94.5,293.5,849.5,97.5,566.0,296.0,98.5,97.5,587.0,290.5,99.0,2216.0,99.0,296.5
gstreamer.csv,1591.0,1017.5,198.0,393.5,579.5,280.5,782.5,393.0,754.0,196.0,566.0,296.0,98.5,260.5,586.0,97.5,99.0,2746.0,99.0,296.5
kml.csv,1776.0,962.0,297.0,393.5,579.5,99.0,198.0,492.0,849.5,196.0,566.0,395.5,98.5,97.5,683.5,97.5,99.0,3202.0,99.0,198.0
ktc.csv,271.5,920.5,99.0,294.5,288.0,61.5,195.5,96.5,269.5,95.5,184.0,197.5,98.5,97.5,489.5,97.5,99.0,857.5,99.0,99.0
mbse.csv,2101.5,526.0,98.5,295.0,386.5,96.5,783.0,195.0,273.5,97.5,28.0,98.5,97.5,94.5,683.5,97.5,99.0,1463.5,99.0,198.0
miranda.csv,1344.0,0.0,198.0,29.5,81.5,96.5,1095.5,96.5,369.0,213.5,77.5,343.0,0.0,97.5,782.0,64.5,90.5,884.5,99.0,198.0
neoengine.csv,751.5,784.5,98.5,295.0,484.0,91.5,661.5,385.5,177.0,196.0,273.5,494.0,98.5,97.5,391.0,97.5,99.0,1541.0,99.0,198.0
nicepress.csv,1228.5,608.5,297.0,295.0,189.0,96.5,585.5,96.5,569.0,196.0,91.5,494.0,98.5,97.5,292.0,193.0,99.0,2045.5,99.0,296.5
omseek.csv,80.5,0.0,99.0,261.0,282.0,0.0,157.0,96.5,220.5,85.5,478.5,171.0,98.5,40.5,193.5,64.5,99.0,321.5,97.5,99.0
pcsx2.csv,1718.5,703.0,98.5,196.5,471.0,96.5,195.0,392.0,85.5,95.5,272.5,494.0,98.5,85.5,193.5,95.5,99.0,970.0,99.0,198.0
plplot.csv,1325.5,1919.5,98.5,393.5,480.5,88.5,297.0,761.5,89.5,196.0,472.5,494.0,98.5,97.5,391.0,97.5,99.0,3359.0,99.0,99.0
rosegarden.csv,1321.5,1238.0,99.0,295.0,484.0,84.5,292.0,195.0,466.5,95.5,124.0,296.5,98.5,97.5,586.0,97.5,99.0,2096.5,99.0,99.0
smarttag.csv,644.5,789.0,297.0,295.0,189.0,183.0,193.0,96.5,604.0,336.0,233.5,98.5,98.5,97.5,390.5,95.5,98.5,1114.5,98.5,98.5
vapor.csv,0.0,784.5,99.0,393.5,281.5,99.0,0.0,492.0,849.5,0.0,566.0,71.0,98.5,97.5,391.0,97.5,0.0,2870.0,0.0,0.0
wxjs.csv,431.5,0.0,161.0,0.0,77.0,96.5,174.0,89.5,382.0,85.5,93.5,0.0,0.0,59.5,400.0,115.0,161.0,799.5,237.5,153.5
zorannt.csv,1437.5,537.0,97.5,184.0,189.0,96.5,471.5,318.5,240.0,196.0,86.5,395.0,98.5,97.5,292.0,95.5,99.0,1345.5,99.0,198.0
zscreen.csv,270.5,377.5,98.5,295.0,385.5,91.5,291.5,393.0,181.0,177.0,274.5,98.5,98.5,97.5,391.0,64.5,99.0,1584.5,96.5,99.0
