,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.44,0.6,0.41,0.41,0.59,0.49,0.8,0.55
emite.csv,0.76,0.8,0.4,0.39,0.73,0.42,0.71,0.52
irrlicht.csv,0.38,0.35,0.48,0.37,0.49,0.38,0.49,0.37
migen.csv,0.44,0.58,0.48,0.52,0.65,0.61,0.93,0.71
motu.csv,0.43,0.55,0.49,0.63,0.43,0.32,0.52,0.52
openxava.csv,0.4,0.95,0.42,0.77,0.53,0.34,0.43,0.85
truevision.csv,0.55,0.45,0.49,0.46,0.51,0.54,0.8,0.59
zoolib.csv,0.54,0.49,0.98,0.38,0.65,0.58,0.95,0.65
