,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.5,0.53,0.45,0.65,0.47,0.6,0.39,0.51,0.44,0.69,0.45,0.3,0.51,0.45
chrysalis.csv,0.46,0.5,0.86,0.57,0.48,0.0,0.69,0.47,0.98,0.85,0.44,0.95,0.38,0.88
etics.csv,0.64,0.64,0.8,0.49,0.4,0.58,0.58,0.59,0.57,0.9,0.46,0.75,0.55,0.59
flexpay.csv,0.82,0.48,0.93,0.44,0.39,0.58,0.57,0.5,0.99,0.45,0.62,0.5,0.67,0.51
ifmo-game-1.csv,0.0,0.96,0.9,0.97,0.0,0.86,0.0,0.67,0.97,0.0,0.88,0.55,0.8,0.0
jcl.csv,0.0,0.75,0.75,0.86,0.79,0.94,0.9,0.86,0.86,0.0,0.9,0.0,0.92,0.92
linuxsh.csv,0.47,0.49,0.91,0.46,0.37,0.53,0.5,0.42,0.7,0.41,0.49,0.61,0.87,0.47
mvdsv.csv,0.0,0.0,0.0,0.0,0.75,0.0,0.83,0.5,0.67,0.0,0.8,0.0,0.48,0.0
openmeetings.csv,0.75,0.96,0.92,0.95,0.92,0.74,0.71,0.53,0.66,0.93,0.56,0.73,0.54,0.71
plato.csv,0.51,0.48,0.0,0.44,0.52,0.54,0.0,0.45,0.6,0.39,0.55,0.97,0.64,0.61
projecteqemu.csv,0.64,0.88,0.88,0.96,0.83,0.7,0.54,0.75,0.7,0.91,0.58,0.94,0.43,0.96
scite-ru.csv,0.38,0.44,0.78,0.57,0.61,0.51,0.45,0.57,0.42,0.61,0.38,0.31,0.38,0.6
uclmda.csv,0.5,0.82,0.77,0.75,0.95,0.8,0.67,0.83,0.61,0.0,0.88,0.26,0.83,0.83
vrjuggler.csv,0.5,0.94,0.94,0.91,0.94,0.88,0.77,0.83,0.97,0.94,0.74,0.9,0.71,0.0
