,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.54,0.94,0.45,0.59,0.57,0.29,0.67,0.81,0.71,0.31,0.56,0.8,0.64,0.85
chrysalis.csv,0.85,0.61,0.0,0.77,0.43,0.0,0.67,0.88,0.11,0.19,0.53,0.1,1.0,0.93
etics.csv,1.0,0.39,0.09,0.5,0.71,0.29,0.67,0.45,0.55,0.38,0.61,0.01,0.71,0.59
flexpay.csv,0.15,0.66,0.18,0.73,0.76,0.43,1.0,0.83,0.88,0.88,0.39,0.0,0.5,0.63
ifmo-game-1.csv,0.0,0.08,0.18,0.0,0.0,1.0,0.0,0.05,0.11,0.0,0.14,0.36,0.0,0.0
jcl.csv,0.0,0.02,0.09,0.27,0.29,0.0,0.0,0.14,0.06,0.0,0.08,0.0,0.86,0.04
linuxsh.csv,0.54,0.52,0.91,0.59,0.76,0.71,1.0,0.79,0.47,0.94,0.69,0.43,0.14,0.78
mvdsv.csv,0.08,0.0,0.0,0.05,0.0,0.0,1.0,0.02,0.0,0.0,0.14,0.0,0.43,0.0
openmeetings.csv,0.38,0.14,0.45,0.95,0.24,0.43,1.0,0.26,0.35,0.12,0.47,0.29,0.57,0.41
plato.csv,0.54,0.72,0.0,0.59,0.57,0.86,0.0,1.0,0.57,1.0,0.47,0.21,0.36,0.56
projecteqemu.csv,0.46,0.25,0.18,0.41,0.14,0.43,0.67,0.26,0.27,0.06,0.97,0.09,0.64,0.15
scite-ru.csv,1.0,0.79,0.64,0.77,0.9,0.71,0.67,0.48,0.84,0.31,0.92,0.74,1.0,0.67
uclmda.csv,0.08,0.26,0.45,0.14,0.24,0.0,0.0,0.12,0.38,0.0,0.08,1.0,0.0,0.04
vrjuggler.csv,0.15,0.21,0.18,0.41,0.14,0.29,0.67,0.14,0.12,0.94,0.47,0.05,0.43,0.0
