,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.21,1.0,0.12,0.35,0.27,0.05,0.08,0.87,0.17,0.16,0.43,0.97,0.13,0.2
chrysalis.csv,0.24,0.5,0.0,0.22,0.36,0.0,0.31,0.86,0.19,0.23,0.59,0.89,0.12,1.0
etics.csv,0.93,0.52,0.2,0.13,0.31,0.06,0.21,0.86,0.27,0.29,0.63,0.5,0.2,0.26
flexpay.csv,0.09,0.45,0.14,0.12,0.25,0.06,0.17,0.83,0.99,0.24,0.31,0.0,0.16,0.12
ifmo-game-1.csv,0.0,0.33,0.2,0.0,0.0,1.0,0.0,0.67,0.25,0.0,0.62,1.0,0.0,0.0
jcl.csv,0.0,0.5,0.25,0.86,0.25,0.0,0.0,0.86,0.71,0.0,0.3,0.0,1.0,0.08
linuxsh.csv,0.16,0.4,0.91,0.11,0.25,0.08,0.18,0.82,0.18,0.25,0.42,0.99,0.07,0.18
mvdsv.csv,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.18,0.0
openmeetings.csv,0.62,0.61,0.38,1.0,0.42,0.16,0.43,0.73,0.24,0.14,0.68,0.96,0.22,0.32
plato.csv,0.17,0.48,0.0,0.1,0.26,0.09,0.0,1.0,0.16,0.24,0.39,0.9,0.09,0.13
projecteqemu.csv,0.55,0.65,0.25,0.36,0.5,0.15,0.14,0.92,0.17,0.09,0.97,0.88,0.11,0.16
scite-ru.csv,0.24,0.53,0.39,0.17,0.83,0.1,0.09,0.87,0.17,0.12,0.54,0.95,0.12,0.17
uclmda.csv,0.5,0.41,0.23,0.06,0.23,0.0,0.0,0.83,0.19,0.0,0.38,1.0,0.0,0.17
vrjuggler.csv,1.0,0.43,0.11,0.27,0.17,0.25,0.31,1.0,0.29,0.88,0.49,0.8,0.19,0.0
