,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.79,0.06,0.84,0.45,0.77,0.89,0.79,0.65,0.79,0.83,0.75,0.69,0.7,0.69
chrysalis.csv,0.85,0.72,1.01,0.5,0.65,1.0,0.36,0.76,0.89,0.83,0.55,0.96,0.98,0.07
etics.csv,0.02,0.71,0.91,0.73,0.7,0.82,0.41,0.66,0.55,0.67,0.48,1.04,0.49,0.53
flexpay.csv,0.97,0.87,0.85,0.93,0.95,0.86,0.46,0.89,0.12,0.76,0.92,1.05,0.62,0.96
ifmo-game-1.csv,1.0,0.93,0.83,1.02,1.0,0.0,1.0,0.96,0.89,1.0,0.86,0.64,1.0,1.0
jcl.csv,1.0,0.98,0.91,0.73,0.79,1.02,1.01,0.87,0.94,1.0,0.93,1.0,0.14,0.97
linuxsh.csv,1.02,0.92,0.09,0.9,0.97,0.77,0.44,0.9,0.69,0.78,0.82,0.59,0.9,0.74
mvdsv.csv,0.92,1.0,1.0,0.95,1.0,1.0,0.0,0.98,1.0,1.0,0.86,1.0,0.63,1.0
openmeetings.csv,0.62,0.87,0.56,0.05,0.77,0.61,0.13,0.89,0.69,0.9,0.56,0.79,0.51,0.62
plato.csv,0.93,0.82,1.0,0.99,0.78,0.82,1.0,0.0,0.75,0.86,0.8,1.03,0.81,0.89
projecteqemu.csv,0.55,0.76,0.83,0.6,0.86,0.61,0.51,0.75,0.78,0.95,0.04,0.97,0.82,0.87
scite-ru.csv,1.0,0.74,0.42,0.65,0.12,0.66,0.76,0.64,0.87,0.92,0.63,1.03,0.98,0.72
uclmda.csv,0.92,0.83,0.63,0.93,0.83,1.0,1.0,0.89,0.71,1.0,0.92,0.0,1.0,0.96
vrjuggler.csv,0.85,0.84,0.87,0.62,0.9,0.72,0.36,0.86,0.88,0.07,0.66,1.01,0.62,1.0
