,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.64,0.0,0.64,0.18,0.63,0.53,0.71,0.62,0.74,0.46,0.6,0.67,0.6,0.67
chrysalis.csv,0.83,0.6,0.13,0.44,0.31,0.0,0.14,0.75,0.1,0.17,0.29,0.33,0.98,0.0
etics.csv,0.02,0.36,0.07,0.54,0.63,0.4,0.24,0.38,0.32,0.25,0.29,0.33,0.4,0.34
flexpay.csv,0.48,0.8,0.22,0.89,0.92,0.65,0.46,0.88,0.0,0.75,0.69,0.33,0.37,0.89
ifmo-game-1.csv,0.02,0.16,0.15,0.22,0.02,0.0,0.0,0.12,0.07,0.0,0.07,0.0,0.05,0.0
jcl.csv,0.0,0.02,0.05,0.01,0.35,0.21,0.16,0.12,0.0,0.0,0.16,0.0,0.0,0.08
linuxsh.csv,0.9,0.78,0.02,0.81,0.94,0.71,0.44,0.88,0.44,0.78,0.76,0.17,0.27,0.71
mvdsv.csv,0.0,0.0,0.02,0.0,0.08,0.0,0.0,0.12,0.01,0.0,0.0,0.0,0.26,0.0
openmeetings.csv,0.07,0.09,0.15,0.0,0.13,0.21,0.13,0.5,0.23,0.2,0.18,0.33,0.28,0.17
plato.csv,0.81,0.76,0.0,0.9,0.65,0.81,0.0,0.0,0.61,0.86,0.6,0.67,0.5,0.77
projecteqemu.csv,0.12,0.14,0.11,0.12,0.06,0.22,0.38,0.12,0.28,0.17,0.02,0.33,0.74,0.16
scite-ru.csv,1.0,0.71,0.2,0.61,0.08,0.6,0.68,0.38,0.86,0.61,0.62,1.0,0.98,0.63
uclmda.csv,0.02,0.38,0.31,0.34,0.33,0.06,0.05,0.12,0.35,0.0,0.11,0.0,0.06,0.04
vrjuggler.csv,0.0,0.27,0.29,0.18,0.29,0.08,0.14,0.0,0.06,0.03,0.4,0.33,0.25,0.01
