,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.48,0.43,0.0,0.62,0.43,0.57,0.44,0.97
jicarilla.csv,0.04,0.06,0.95,0.0,0.33,0.06,0.0,0.17
optalgtoolkit.csv,0.41,0.43,0.21,0.68,0.58,1.0,0.5,0.47
ossim.csv,0.06,0.04,0.0,0.84,0.0,0.0,0.04,0.0
projectts.csv,0.58,0.61,0.18,0.63,0.52,0.62,0.98,0.49
sabbu.csv,0.96,0.55,0.28,0.64,0.66,0.5,0.48,0.21
vxl.csv,0.33,0.91,0.67,0.07,0.17,0.06,0.54,0.47
zact.csv,0.0,0.0,0.0,0.07,1.0,0.0,0.0,0.11
