,id,count_recall,count_precision,count_pf,cdom_score,bellwether
56,2,1,1,1,1,mclient-mume.csv
51,3,1,3,6,5,jam-daq.csv
49,4,1,10,15,15,icescrum.csv
57,5,1,3,5,4,chaperon.csv
24,6,1,11,20,19,gabel.csv
19,7,1,2,13,12,piccolo2d.csv
28,8,1,6,10,10,dxengine.csv
17,9,1,3,6,5,jgnash.csv
18,11,1,1,1,0,atunes.csv
52,12,1,1,2,1,gpsmid.csv
58,14,3,2,1,2,nutz.csv
50,15,1,8,16,18,jgameai.csv
21,16,2,8,12,12,wxcrp.csv
26,17,1,3,2,7,lufa-lib.csv
15,18,2,7,15,15,gnupdate.csv
27,19,1,1,3,2,qpe.csv
14,20,1,5,10,9,quarkplusplus.csv
29,21,1,2,6,4,voms.csv
59,22,4,2,6,11,kml.csv
16,27,2,3,8,8,galaxium.csv
25,28,1,5,12,11,retromenu.csv
20,29,1,7,13,12,algebsql.csv
39,30,2,10,17,17,ninject.csv
34,31,2,4,4,4,botsnscouts.csv
13,33,1,5,12,11,owlapi.csv
12,34,2,4,6,9,upp-mirror.csv
5,35,1,2,4,3,vapor.csv
33,36,1,7,12,15,acdk.csv
40,37,1,11,20,19,netatalk.csv
32,38,1,6,9,9,nebuladevice.csv
41,39,1,7,15,15,fluidium.csv
54,40,2,2,1,6,rtb-team.csv
47,41,1,4,8,9,rhex.csv
22,42,2,3,4,4,aime.csv
31,43,2,13,17,18,fltk.csv
30,44,1,9,20,19,xbplayer.csv
23,45,1,3,5,5,ossbuild.csv
46,46,1,3,5,4,tolven.csv
55,47,1,4,10,9,fceugc.csv
48,48,1,5,11,11,kmatplot.csv
53,49,1,9,17,17,ktc.csv
8,51,1,4,10,8,crisscross.csv
42,52,1,9,17,15,jcl.csv
38,53,1,2,3,2,graphmak.csv
37,54,2,5,20,18,gtad.csv
43,55,2,1,6,8,vxl.csv
7,56,1,9,17,16,konversation.csv
4,57,1,6,13,12,lockss.csv
9,58,1,1,1,1,jmol.csv
1,59,1,1,4,3,nassp.csv
11,60,1,4,12,11,flylinkdc.csv
0,61,1,2,4,4,migen.csv
36,62,1,5,9,8,lite.csv
44,63,1,1,2,1,freewrl.csv
45,64,1,1,1,0,jrdf.csv
35,65,2,8,11,10,umber.csv
2,66,1,8,16,15,proftp.csv
10,67,3,6,12,13,liferea.csv
3,68,1,9,15,15,emisview.csv
6,69,3,4,4,6,re2c.csv
