,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.23,0.3,0.09,0.45,0.36,0.71,0.01
l2j.csv,0.5,0.3,0.4,0.57,0.21,0.83,0.0
libmesh.csv,0.23,0.08,0.0,0.08,0.55,0.55,0.0
mvdsv.csv,0.18,0.0,0.75,0.85,0.2,1.0,0.0
nova.csv,0.5,0.17,0.0,0.3,0.42,0.72,0.01
proftp.csv,1.0,0.16,0.0,0.69,0.33,0.78,0.02
