,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.0,0.67,0.0,0.0,0.09,0.49,0.05
l2j.csv,0.1,0.63,0.71,0.72,0.29,0.72,0.0
libmesh.csv,0.0,0.06,0.0,0.04,0.79,0.14,0.0
mvdsv.csv,0.27,0.0,0.99,0.42,0.05,0.01,0.0
nova.csv,0.83,0.54,0.0,0.12,0.57,0.38,0.62
proftp.csv,0.1,0.49,0.0,0.8,0.05,0.05,0.76
