,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.65,0.08,0.54,0.37,0.21,0.8,0.54,0.28,0.21,0.9
gamestone.csv,0.78,0.47,0.44,0.31,0.14,0.0,0.33,0.2,0.07,0.86
gbif-providertoolkit.csv,0.62,0.0,0.39,0.33,0.3,0.83,0.33,0.28,0.11,0.84
heekscad.csv,0.8,0.36,0.66,0.4,0.26,0.79,0.44,0.23,0.27,0.89
igarden.csv,0.8,0.2,0.56,0.44,0.22,0.85,0.4,0.19,0.3,0.91
levent.csv,0.78,0.5,0.0,0.0,0.2,0.81,0.39,0.0,0.0,0.0
owlapi.csv,0.57,0.0,0.43,0.35,0.19,0.76,0.33,0.4,0.33,0.84
pnotepad.csv,0.85,0.24,0.5,0.32,0.17,0.72,0.42,0.13,0.2,0.98
quark.csv,0.81,0.33,0.9,0.6,0.0,0.0,0.0,0.29,0.41,1.0
xcsoar.csv,0.85,0.4,0.7,0.34,0.29,0.78,0.42,0.19,0.2,1.0
