,f1,g,recall,precision,pf,wins
bacnet.csv,0.485,0.565,0.5700000000000001,0.455,0.325,8
gamestone.csv,0.19,0.14500000000000002,0.12,0.32,0.14,1
gbif-providertoolkit.csv,0.4,0.44,0.525,0.33,0.385,3
heekscad.csv,0.47,0.59,0.575,0.42000000000000004,0.345,6
igarden.csv,0.495,0.605,0.58,0.42000000000000004,0.325,9
levent.csv,0.1,0.075,0.06,0.1,0.01,0
owlapi.csv,0.475,0.505,0.595,0.375,0.425,5
pnotepad.csv,0.5,0.62,0.865,0.37,0.635,7
quark.csv,0.14500000000000002,0.11,0.09,0.37,0.035,2
xcsoar.csv,0.415,0.45499999999999996,0.505,0.41000000000000003,0.27,4
