,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,275.5,198.0,99.0,1956.5,393.0,98.5,95.5
fw4spl.csv,95.5,296.0,99.0,1024.5,96.5,98.5,76.5
kftpgrabber.csv,95.5,96.5,98.5,1611.5,97.5,98.5,97.5
kolmafia.csv,193.0,198.0,99.0,3823.5,295.0,98.5,98.5
lazarus-ccr.csv,99.0,198.0,99.0,2879.5,394.0,98.5,98.5
mia.csv,192.0,486.5,99.0,260.5,194.0,96.5,98.5
plee-the-bear.csv,181.0,99.0,731.0,1687.0,97.5,98.5,95.5
