,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.82,0.64,0.48,0.66,0.69,0.57,0.7
fw4spl.csv,0.74,0.48,0.83,0.48,0.81,0.66,0.96
kftpgrabber.csv,0.85,0.85,0.67,0.48,0.68,0.3,0.57
kolmafia.csv,0.57,0.98,0.86,0.87,0.96,0.92,0.34
lazarus-ccr.csv,0.3,1.0,0.78,0.89,0.93,0.94,0.69
mia.csv,0.67,0.86,0.58,0.81,0.53,0.91,0.52
plee-the-bear.csv,0.83,0.32,0.71,0.51,0.69,0.55,0.71
