,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.9,0.75,0.9,0.92,0.94,0.88,0.7,0.89,0.8,0.62,0.85,0.83,0.68,0.88
codeblocks.csv,0.41,0.71,0.26,0.93,0.54,0.56,0.57,0.44,0.41,0.67,0.49,0.7,0.76,0.49
ctrlr.csv,0.93,0.93,0.0,0.86,0.89,0.83,0.89,0.9,0.5,0.88,0.91,0.95,0.5,0.75
dvt.csv,0.97,0.53,0.63,0.63,0.71,0.77,0.73,0.94,0.83,0.93,0.63,0.9,0.79,0.89
flylinkdc.csv,0.7,0.85,0.91,0.85,0.94,0.71,0.52,0.76,0.75,0.46,0.58,0.59,0.9,0.57
kowari.csv,0.75,0.86,0.94,0.0,0.94,0.5,0.0,0.0,0.5,0.0,0.5,0.67,0.75,0.83
ldview.csv,0.5,0.63,0.26,0.62,0.66,0.58,0.5,0.77,0.86,0.67,0.75,0.72,0.4,0.65
maidsafe-dht.csv,0.86,0.5,0.97,0.0,0.5,0.86,0.92,0.8,0.83,0.8,0.86,0.8,0.89,0.89
n2cms.csv,0.54,0.58,0.63,0.66,0.96,0.59,0.44,0.53,0.67,0.45,0.44,0.55,0.48,0.46
nuttx.csv,0.37,0.37,0.28,0.36,0.61,0.4,0.46,0.45,0.5,0.64,0.4,0.54,0.4,0.51
rtb-team.csv,0.88,0.92,0.78,0.93,0.75,0.83,0.96,0.82,0.64,0.83,0.7,0.88,0.67,0.92
super-tux.csv,0.35,0.39,0.26,0.4,0.53,0.38,0.51,0.41,0.37,0.45,0.43,0.45,0.34,0.45
vdsf.csv,0.42,0.4,0.99,0.39,0.55,0.45,0.62,0.43,0.38,0.47,0.44,0.45,0.42,0.48
xbrlapi.csv,0.64,0.54,0.36,0.45,0.55,0.49,0.49,0.64,0.41,0.46,0.63,0.67,0.45,0.69
