,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.26,0.17,0.02,0.27,0.14,0.36,0.16,0.13,0.5,0.34,0.98,0.0,0.15,0.15
codeblocks.csv,0.45,0.27,0.16,0.32,0.73,0.24,0.31,0.97,0.46,0.42,0.32,0.39,0.0,0.63
ctrlr.csv,0.16,0.28,0.0,0.15,0.08,0.2,0.04,0.14,0.0,0.21,0.12,0.98,0.0,0.06
dvt.csv,0.27,0.55,0.24,0.44,0.55,0.17,0.99,0.21,0.0,0.4,0.26,0.26,0.11,0.4
flylinkdc.csv,1.0,0.29,0.0,0.29,0.14,0.33,0.32,0.35,0.11,0.41,0.22,0.19,0.12,0.55
kowari.csv,0.1,0.2,0.02,0.0,0.12,0.0,0.0,0.0,0.24,0.0,0.0,0.08,0.73,0.12
ldview.csv,0.47,0.38,0.16,0.31,0.72,0.35,0.46,0.48,0.45,1.0,0.22,0.3,0.23,0.73
maidsafe-dht.csv,0.41,0.09,0.04,0.0,0.02,1.0,0.11,0.33,0.48,0.15,0.29,0.19,0.0,0.17
n2cms.csv,0.47,0.41,0.22,0.96,0.17,0.29,0.39,0.5,0.44,0.44,0.4,0.2,0.16,0.67
nuttx.csv,0.39,0.6,0.13,0.59,1.0,0.29,0.5,0.73,0.33,0.23,0.33,0.39,0.14,0.66
rtb-team.csv,0.32,0.36,0.12,0.06,0.17,0.4,0.15,0.29,0.97,0.15,0.34,0.0,0.21,0.22
super-tux.csv,0.43,0.65,0.16,0.49,0.9,0.32,0.46,0.85,0.45,0.5,0.35,0.43,0.21,0.99
vdsf.csv,0.39,0.67,0.9,0.53,0.88,0.28,0.4,0.81,0.45,0.53,0.34,0.42,0.1,0.93
xbrlapi.csv,0.24,0.99,0.13,0.57,0.68,0.31,0.39,0.5,0.51,0.44,0.33,0.27,0.1,0.59
