,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.65,0.62,0.64,0.62,0.7,0.33,0.0,0.66,0.53,0.05,0.55,0.58,0.29,0.75
crisscross.csv,0.13,0.0,0.69,0.39,0.0,0.55,0.09,0.49,0.0,0.0,0.37,0.17,0.4,0.36
gisgraphy.csv,0.24,0.0,0.33,0.17,0.0,0.0,0.0,0.24,0.18,0.2,0.11,0.48,0.04,0.74
glelite.csv,0.52,0.43,0.6,0.49,0.0,0.05,0.13,0.24,0.0,0.0,0.98,0.63,0.7,0.16
gnome-jabber.csv,0.47,0.42,0.46,0.6,0.54,0.51,0.75,0.53,0.68,0.63,0.69,0.46,0.51,0.77
ivataopenportal.csv,0.57,0.0,0.59,0.35,0.36,0.7,0.0,0.39,0.0,0.55,0.84,0.0,0.44,0.3
mb-unit.csv,0.13,0.27,0.57,0.67,0.0,0.05,0.47,0.67,0.69,0.0,0.0,0.67,0.53,0.28
mvdsv.csv,0.05,0.35,0.0,0.09,0.99,0.01,0.0,0.11,0.22,0.05,0.09,0.1,0.04,0.32
nova.csv,0.54,0.83,0.54,0.52,0.0,0.49,0.7,0.36,0.36,0.63,0.0,0.55,0.47,0.39
olex2.csv,0.6,0.57,0.58,0.57,0.66,0.13,0.0,0.47,0.66,0.34,0.67,0.73,0.18,0.26
openwbem.csv,0.6,0.18,0.42,0.48,0.68,0.48,0.89,0.28,0.53,0.34,0.39,0.6,0.12,0.55
tencompetence.csv,0.28,0.1,0.32,0.54,0.0,0.35,0.85,0.22,0.42,0.38,0.0,0.12,0.8,0.21
xcmetadataservicestoolkit.csv,0.31,0.0,0.32,0.49,0.57,0.39,0.87,0.54,0.74,0.0,0.8,0.45,0.73,0.39
