,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.69,0.62,0.76,0.76,1.0,0.29,0.0,0.68,0.52,0.04,0.53,0.73,0.25,0.82
crisscross.csv,0.93,1.0,0.67,0.87,1.0,0.7,1.0,0.87,0.8,1.0,0.32,1.0,0.96,1.0
gisgraphy.csv,0.2,0.0,0.29,0.14,0.0,0.0,0.0,0.2,0.15,0.17,0.09,0.75,0.03,0.73
glelite.csv,0.86,0.46,0.9,0.92,1.0,0.99,1.0,1.0,1.0,0.97,0.97,0.72,0.95,0.73
gnome-jabber.csv,0.43,0.46,0.43,0.66,1.0,0.88,1.0,0.7,0.7,0.6,0.7,0.43,0.52,0.86
ivataopenportal.csv,0.88,1.0,0.9,0.95,1.0,0.7,0.0,0.88,0.88,0.98,0.89,1.0,0.54,0.95
mb-unit.csv,0.97,0.23,0.62,0.69,1.0,1.0,1.0,0.81,0.85,0.99,0.97,0.77,0.51,0.73
mvdsv.csv,0.04,0.31,0.0,0.07,1.0,0.01,0.0,0.09,0.18,0.04,0.07,0.08,0.03,0.27
nova.csv,0.68,0.85,0.57,0.54,0.0,0.55,1.0,0.32,0.32,0.74,0.67,0.67,0.45,0.36
olex2.csv,0.76,0.54,0.57,0.56,0.67,0.94,0.0,0.44,0.65,0.3,0.91,0.73,0.15,0.23
openwbem.csv,0.57,0.15,0.38,0.45,0.67,0.6,1.0,0.24,0.5,0.3,0.34,0.62,0.1,0.55
tencompetence.csv,0.24,0.08,0.29,0.57,0.0,0.69,1.0,0.19,0.42,0.38,0.55,0.1,0.82,0.18
xcmetadataservicestoolkit.csv,0.27,0.0,0.86,0.45,1.0,0.87,1.0,0.56,0.78,1.0,0.76,0.4,0.78,0.5
