,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.73,0.87,0.29,0.55,0.82,1.0,0.93,0.78,0.85,0.54,0.35,0.5,0.84,0.81,0.68
fluidium.csv,0.08,0.02,0.0,0.36,0.05,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.07,0.76,0.02
guineu.csv,0.54,0.57,0.62,0.55,0.36,0.85,0.53,0.78,0.38,0.34,0.49,0.76,0.41,1.0,0.51
inkscape.csv,0.73,0.81,1.0,1.0,0.23,0.15,0.67,0.61,0.92,0.75,0.29,1.0,0.89,0.62,0.9
mpqc.csv,0.12,0.14,0.0,0.0,0.27,0.6,0.28,0.35,0.31,0.2,0.29,0.29,0.18,0.29,0.22
nsis.csv,0.77,0.75,0.79,0.45,0.82,0.85,0.86,0.52,0.69,0.79,0.72,0.79,0.8,0.33,0.81
octave.csv,0.5,0.46,0.36,0.45,0.55,0.2,0.3,0.52,0.54,0.46,0.24,0.5,0.3,0.57,0.46
owfs.csv,0.81,0.92,0.9,0.45,0.77,0.8,0.81,0.65,0.77,0.96,0.88,1.0,0.77,0.9,0.95
owlib.csv,0.73,0.7,0.6,0.91,0.73,0.4,0.58,0.65,0.62,0.52,0.42,0.42,0.68,0.48,0.36
pamguard.csv,0.23,0.26,0.5,0.27,0.45,0.3,0.33,0.57,0.54,0.21,0.08,0.32,0.57,0.0,0.71
prelude.csv,0.96,0.98,0.86,0.91,0.95,0.75,1.0,0.91,0.92,0.96,0.6,0.84,0.95,0.67,0.93
robocode.csv,0.96,0.52,0.0,0.55,0.68,0.55,0.79,0.83,0.85,0.59,0.34,0.29,0.86,0.57,0.46
uwom-server.csv,0.23,0.33,0.0,0.0,0.55,0.3,0.51,0.39,0.62,0.55,0.34,0.5,0.18,0.52,0.36
zengine.csv,1.0,0.98,0.86,1.0,1.0,0.95,0.98,1.0,0.92,0.95,1.0,0.87,1.0,0.57,1.0
zildo.csv,0.69,0.83,0.6,0.73,0.45,0.3,0.56,0.35,0.62,0.41,0.22,0.55,0.68,0.29,0.69
