,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.72,0.84,0.18,0.67,0.72,0.91,0.78,0.61,0.12,0.61,0.71,0.42,0.73,0.76,0.55
fluidium.csv,0.02,0.01,0.0,0.48,0.01,0.1,0.0,0.07,0.04,0.0,0.0,0.0,0.0,0.52,0.03
guineu.csv,0.28,0.78,0.73,0.5,0.5,0.67,0.53,0.79,0.59,0.58,0.57,1.0,0.36,1.0,0.52
inkscape.csv,0.72,0.63,1.0,1.0,0.14,0.12,0.28,0.68,0.86,0.6,0.57,1.0,0.93,0.52,0.94
mpqc.csv,0.29,0.26,0.0,0.0,0.49,0.25,0.34,0.5,0.73,0.26,0.14,0.33,0.55,0.45,0.27
nsis.csv,0.84,0.92,0.45,0.58,0.86,0.74,0.91,0.79,0.73,0.79,0.14,0.5,0.77,0.52,0.94
octave.csv,0.45,0.44,0.18,0.56,0.21,0.23,0.09,0.75,0.59,0.46,0.57,0.42,0.43,0.48,0.39
owfs.csv,0.88,0.95,0.91,0.35,0.64,0.88,0.78,0.89,0.41,0.92,1.0,1.0,0.7,0.86,0.91
owlib.csv,0.57,0.3,0.09,0.67,0.53,0.59,0.47,0.43,0.29,0.38,0.43,0.42,0.36,0.34,0.09
pamguard.csv,0.26,0.21,0.09,0.27,0.3,0.21,0.25,0.5,0.27,0.15,0.0,0.0,0.52,0.0,0.55
prelude.csv,0.98,0.98,0.09,0.83,0.91,0.88,0.84,0.93,0.88,0.8,1.0,0.5,0.93,0.55,0.94
robocode.csv,0.59,0.35,0.0,0.21,0.38,0.69,0.47,0.29,0.5,0.31,0.43,0.17,0.8,0.41,0.48
uwom-server.csv,0.26,0.4,0.0,0.04,0.29,0.43,0.28,0.61,0.86,0.35,0.29,0.08,0.34,0.48,0.45
zengine.csv,1.0,0.98,1.0,0.96,0.99,0.94,1.0,1.0,0.96,0.92,1.0,0.0,0.95,0.79,1.0
zildo.csv,0.41,0.71,0.09,0.73,0.26,0.42,0.44,0.11,0.29,0.34,0.43,0.17,0.23,0.28,0.67
