,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.31,0.41,0.86,0.15,0.2,0.17,0.62,0.51,0.61,0.22,0.86,0.79,0.54,0.44,0.69
fluidium.csv,0.67,0.5,0.0,0.14,0.5,0.08,0.0,0.33,0.0,0.0,0.0,0.0,1.0,0.52,0.5
guineu.csv,0.47,0.33,0.76,0.19,0.14,0.19,0.57,0.45,0.13,0.16,0.91,0.71,0.53,0.42,0.64
inkscape.csv,0.31,0.46,0.79,0.17,0.26,0.19,0.76,0.42,0.2,0.29,0.86,0.76,0.49,0.46,0.63
mpqc.csv,0.15,0.26,0.0,0.0,0.11,0.31,0.52,0.36,0.09,0.2,0.96,0.73,0.25,0.32,0.59
nsis.csv,0.29,0.35,0.87,0.14,0.17,0.18,0.56,0.35,0.18,0.25,0.98,0.83,0.51,0.32,0.61
octave.csv,0.33,0.41,0.88,0.15,0.35,0.14,0.81,0.36,0.18,0.25,0.84,0.79,0.41,0.46,0.68
owfs.csv,0.29,0.39,0.79,0.22,0.2,0.14,0.58,0.38,0.3,0.26,0.92,0.76,0.52,0.43,0.65
owlib.csv,0.37,0.61,0.96,0.22,0.23,0.11,0.62,0.56,0.33,0.31,0.92,0.76,0.65,0.5,0.88
pamguard.csv,0.29,0.45,0.95,0.18,0.24,0.21,0.64,0.48,0.32,0.32,1.0,1.0,0.52,0.0,0.7
prelude.csv,0.3,0.4,0.97,0.19,0.18,0.14,0.61,0.45,0.2,0.28,0.88,0.84,0.51,0.47,0.64
robocode.csv,0.42,0.5,0.0,0.35,0.28,0.13,0.69,0.7,0.28,0.38,0.91,0.85,0.52,0.5,0.63
uwom-server.csv,0.29,0.36,0.0,0.0,0.29,0.12,0.71,0.35,0.14,0.34,0.94,0.95,0.35,0.44,0.58
zengine.csv,0.31,0.4,0.77,0.18,0.18,0.16,0.57,0.45,0.18,0.25,0.92,1.0,0.51,0.34,0.64
zildo.csv,0.43,0.44,0.96,0.17,0.27,0.12,0.63,0.73,0.33,0.29,0.86,0.91,0.75,0.43,0.65
