,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,0.3,0.3,0.21,0.8,0.62,0.5,0.59,0.62,1.0,0.52,0.5
emono.csv,0.26,0.2,0.31,0.0,0.62,0.33,0.33,0.0,0.2,0.52,0.99
haggle.csv,0.7,1.0,0.0,0.2,0.5,0.33,0.34,0.0,0.62,0.28,0.19
hannosset.csv,0.0,0.0,0.03,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0
jas.csv,0.0,0.0,0.03,0.0,0.0,0.0,0.1,0.75,0.02,0.07,0.05
jgossipforum.csv,0.0,0.0,0.03,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
madman.csv,0.0,0.12,0.03,0.0,0.88,0.17,0.13,0.0,0.0,0.0,0.02
mediate.csv,0.3,0.46,1.0,0.4,0.12,0.33,0.47,1.0,0.22,0.9,0.57
ngl.csv,0.52,0.46,0.54,1.0,0.75,0.5,0.99,0.62,0.3,0.24,0.32
pustefix.csv,0.83,0.15,0.26,0.6,0.5,0.0,0.35,0.12,0.15,0.14,0.15
synecdoche.csv,0.35,0.36,0.31,0.4,0.25,0.67,0.4,0.38,0.4,1.0,0.49
