,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,0.88,0.73,0.84,0.32,0.57,0.72,0.56,0.59,0.0,0.69,0.66
emono.csv,0.86,0.88,0.7,1.01,0.75,0.74,0.76,1.01,0.81,0.76,0.01
haggle.csv,0.61,0.02,1.0,0.8,0.53,0.75,0.71,1.0,0.48,0.78,0.82
hannosset.csv,1.0,1.0,0.97,1.0,1.0,0.17,1.0,1.0,1.0,1.0,1.0
jas.csv,1.0,1.0,0.98,1.0,1.02,1.0,0.91,0.25,0.97,0.93,0.95
jgossipforum.csv,1.0,1.0,0.97,0.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0
madman.csv,1.0,0.88,0.97,1.0,0.12,0.85,0.87,1.0,1.0,1.0,0.97
mediate.csv,0.73,0.7,0.03,0.67,0.97,0.8,0.69,0.65,0.87,0.59,0.75
ngl.csv,0.61,0.59,0.68,0.35,0.48,0.62,0.01,0.47,0.76,0.77,0.78
pustefix.csv,0.17,0.89,0.86,0.51,0.53,1.01,0.67,0.9,0.86,0.88,0.86
synecdoche.csv,0.68,0.69,0.77,0.66,0.8,0.53,0.77,0.72,0.62,0.0,0.68
