,lamp.csv,thout.csv,freenet.csv,k3b.csv,itext.csv,fido.csv,megameknet.csv,fityk.csv,hibernate.csv,geogebra.csv
fido.csv,1.0,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5
fityk.csv,0.14,0.31,0.7,0.81,0.65,0.07,0.21,1.0,0.27,0.22
freenet.csv,0.1,0.24,0.99,0.71,0.49,0.03,0.28,0.65,0.34,0.27
geogebra.csv,0.36,0.43,0.67,0.62,0.4,0.03,0.55,0.53,0.41,0.99
hibernate.csv,0.1,0.27,0.71,0.62,0.54,0.04,0.3,0.82,0.99,0.23
itext.csv,0.29,0.54,0.77,0.85,1.0,0.07,0.52,0.67,0.52,0.57
k3b.csv,0.13,0.37,0.72,1.0,0.67,0.05,0.35,0.7,0.34,0.3
lamp.csv,1.0,0.57,0.84,0.71,1.0,0.0,0.51,0.67,0.53,0.43
megameknet.csv,0.16,0.41,0.69,0.72,0.57,0.05,1.0,0.77,0.32,0.27
thout.csv,0.08,1.0,0.67,0.67,0.5,0.0,0.28,0.5,0.37,0.31
