,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.05,0.0,0.29,0.06,0.13,0.04,0.14,0.0,0.06,0.21,0.01
arsenal-1.csv,0.95,0.23,0.13,0.15,0.0,0.21,0.29,1.0,0.18,0.36,0.67
barracudamvc.csv,0.3,0.97,1.0,1.0,1.0,0.96,0.9,0.88,0.88,0.71,0.73
cascading.csv,0.25,0.48,0.19,0.66,0.43,0.22,0.31,0.12,0.42,0.5,0.42
emisview.csv,0.15,0.35,0.42,0.3,0.04,0.24,0.33,0.75,0.09,0.14,0.09
jitterbit.csv,0.75,1.0,0.48,0.55,0.22,0.21,0.9,0.25,0.24,0.5,0.49
jppf-project.csv,0.5,0.97,0.48,0.64,0.61,0.71,0.67,0.25,0.55,0.29,0.44
mevenide.csv,0.85,0.16,0.06,0.04,0.0,0.13,0.07,0.25,0.09,0.29,0.14
mycila.csv,0.75,0.9,0.45,0.87,0.83,0.57,0.24,0.62,0.58,0.64,0.61
ontopia.csv,0.3,0.32,0.55,0.58,0.61,0.27,0.38,0.62,0.12,0.21,0.09
trackit.csv,0.05,0.0,0.45,0.19,0.43,0.27,0.43,0.12,0.06,0.07,0.0
