,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.96,0.0,0.67,0.73,0.7,0.76,0.14,1.0,0.91,0.75,0.75
arsenal-1.csv,0.82,0.71,0.43,0.38,0.0,0.43,0.14,0.89,0.77,0.72,0.27
barracudamvc.csv,0.93,0.45,0.39,0.29,0.64,0.22,0.21,0.91,0.78,0.88,0.15
cascading.csv,0.83,0.53,0.57,0.33,0.67,0.4,0.28,0.96,0.86,0.82,0.27
emisview.csv,0.91,0.59,0.58,0.52,0.89,0.43,0.12,0.88,0.89,0.78,0.47
jitterbit.csv,0.81,0.47,0.53,0.28,0.74,0.56,0.14,0.94,0.84,0.77,0.35
jppf-project.csv,0.83,0.45,0.32,0.17,0.65,0.22,0.15,0.97,0.77,0.85,0.34
mevenide.csv,0.82,0.38,0.5,0.33,1.0,0.5,0.25,0.94,0.86,0.75,0.62
mycila.csv,0.81,0.45,0.22,0.21,0.56,0.15,0.41,0.93,0.8,0.87,0.14
ontopia.csv,0.78,0.5,0.39,0.3,0.58,0.21,0.27,0.91,0.75,0.95,0.33
trackit.csv,0.88,0.0,0.42,0.38,0.72,0.32,0.1,0.8,0.33,0.95,1.0
