,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.78,0.48,1.0,0.96,0.84,0.9,0.88,0.68,0.95,0.87,1.0,0.76,1.0
freewrl.csv,1.0,1.0,1.0,0.95,1.0,0.39,1.0,1.0,0.81,0.98,0.93,1.0,1.0
fulguro.csv,1.02,0.97,1.0,0.65,0.82,0.68,1.0,0.89,0.76,0.89,0.95,0.73,1.0
google-web-toolkit.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jcache.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09,1.0,1.0
jstock.csv,0.96,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.16,1.0,0.44,1.0,1.0
mimosa.csv,0.81,1.0,1.0,0.16,1.0,1.0,1.0,1.0,0.91,0.6,1.0,0.91,1.0
miranda.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ns-3-dev-def-routing.csv,0.44,0.81,1.0,0.88,0.62,0.96,0.97,0.45,0.51,0.87,0.95,0.89,1.0
ossbuild.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qtractor.csv,0.34,0.99,1.0,0.69,1.0,0.61,1.0,1.0,0.81,0.59,1.0,0.84,1.0
quarkplayer.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
synergyspace.csv,0.93,1.0,1.0,0.68,1.0,1.0,1.0,1.0,0.63,0.62,1.0,1.0,1.0
