,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.35,0.76,0.0,0.15,0.38,0.22,0.41,0.56,0.1,0.38,0.0,0.31,0.0
freewrl.csv,0.0,0.0,0.0,0.13,0.0,0.73,0.0,0.0,0.27,0.05,0.27,0.0,0.0
fulguro.csv,0.13,0.04,0.0,0.56,0.21,0.56,0.0,0.14,0.57,0.18,0.21,0.32,0.0
google-web-toolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jcache.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0
jstock.csv,0.05,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.87,0.0,0.85,0.0,0.0
mimosa.csv,0.32,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.32,0.67,0.0,0.11,0.0
miranda.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ns-3-dev-def-routing.csv,0.66,0.31,0.0,0.39,0.6,0.17,0.04,0.63,0.75,0.42,0.21,0.43,0.0
ossbuild.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qtractor.csv,0.8,0.01,0.0,0.66,0.0,0.56,0.0,0.0,0.53,0.64,0.0,0.48,0.0
quarkplayer.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synergyspace.csv,0.09,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.49,0.43,0.0,0.0,0.0
