,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.5,0.48,0.42,0.73,0.45,0.86,0.4,0.41,0.9,0.59,0.0,0.95,0.35
freewrl.csv,0.0,0.0,0.0,0.82,0.0,0.37,0.0,0.0,0.79,0.95,0.52,0.0,0.0
fulguro.csv,0.93,0.8,0.0,0.58,0.92,0.45,0.0,0.97,0.39,0.84,0.54,0.67,0.0
google-web-toolkit.csv,0.4,0.45,0.42,0.36,0.4,0.33,0.39,0.38,0.32,0.45,0.52,0.41,0.35
jcache.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0
jstock.csv,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.77,0.83,0.41,0.0,0.0
mimosa.csv,0.94,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.31,0.48,0.52,0.0,0.0
miranda.csv,0.4,0.45,0.42,0.36,0.4,0.33,0.39,0.38,0.32,0.45,0.52,0.41,0.35
ns-3-dev-def-routing.csv,0.54,0.7,0.0,0.39,0.56,0.32,0.9,0.64,0.44,0.61,0.53,0.48,0.0
ossbuild.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qtractor.csv,0.47,0.5,0.0,0.33,0.0,0.36,0.0,0.0,0.31,0.38,0.52,0.41,0.0
quarkplayer.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synergyspace.csv,0.67,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.55,0.94,0.51,0.0,0.0
