,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,2.0,1.0,5.0,3.0,27.0,2.0,3.0,3.0,2.0,22.0,74.0,0.0,3.0
freewrl.csv,51.0,142.0,250.0,2.0,168.0,0.0,353.0,208.0,2.0,16.0,2.0,89.0,337.0
fulguro.csv,7.0,1.0,250.0,6.0,1.0,2.0,353.0,1.0,4.0,0.0,3.0,0.0,337.0
google-web-toolkit.csv,3.0,1.0,5.0,1.0,11.0,4.0,4.0,2.0,5.0,1.0,3.0,2.0,3.0
jcache.csv,51.0,142.0,250.0,79.0,168.0,50.0,353.0,208.0,55.0,125.0,0.0,89.0,337.0
jstock.csv,0.0,142.0,250.0,0.0,168.0,50.0,353.0,208.0,0.0,125.0,2.0,89.0,337.0
mimosa.csv,4.0,142.0,250.0,0.0,168.0,50.0,353.0,208.0,2.0,0.0,3.0,0.0,337.0
miranda.csv,3.0,1.0,5.0,1.0,11.0,4.0,4.0,2.0,5.0,1.0,3.0,2.0,3.0
ns-3-dev-def-routing.csv,0.0,0.0,250.0,1.0,3.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,337.0
ossbuild.csv,51.0,142.0,250.0,79.0,168.0,50.0,353.0,208.0,55.0,125.0,74.0,89.0,337.0
qtractor.csv,0.0,0.0,250.0,0.0,168.0,2.0,353.0,208.0,7.0,0.0,3.0,1.0,337.0
quarkplayer.csv,51.0,142.0,250.0,79.0,168.0,50.0,353.0,208.0,55.0,125.0,74.0,89.0,337.0
synergyspace.csv,0.0,142.0,250.0,0.0,168.0,50.0,353.0,208.0,1.0,0.0,3.0,89.0,337.0
