,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.32,0.84,1.0,0.13,0.36,0.19,0.9,0.59,0.08,0.38,0.0,0.27,1.0
freewrl.csv,0.0,0.0,0.0,0.11,0.0,0.74,0.0,0.0,0.23,0.04,0.91,0.0,0.0
fulguro.csv,0.11,0.03,0.0,0.58,0.18,0.59,0.0,0.12,0.77,0.15,0.97,0.27,0.0
google-web-toolkit.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jcache.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0
jstock.csv,0.04,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.85,0.0,0.97,0.0,0.0
mimosa.csv,0.29,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.92,0.77,1.0,0.09,0.0
miranda.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ns-3-dev-def-routing.csv,0.64,0.28,0.0,0.92,0.64,1.0,0.03,0.59,0.85,0.46,0.97,0.64,0.0
ossbuild.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qtractor.csv,0.82,0.01,0.0,0.92,0.0,0.56,0.0,0.0,0.85,0.69,1.0,0.82,0.0
quarkplayer.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
synergyspace.csv,0.07,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.46,0.38,0.97,0.0,0.0
