,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.35,0.24,0.48,0.16,0.43,0.21,0.08,0.01,0.14,0.0,0.51
bdbbasic.csv,0.53,0.4,0.38,0.34,0.34,0.57,0.14,0.08,0.16,0.29,0.41
bibletime.csv,0.37,0.48,0.48,0.41,0.57,0.84,0.98,0.91,0.35,0.29,0.58
crux-framework.csv,0.41,0.29,0.05,0.47,0.08,0.84,0.59,0.58,0.35,0.36,0.1
etherboot.csv,0.0,0.04,0.0,0.0,0.34,0.0,0.06,0.02,0.0,0.86,0.83
gnukeda.csv,0.8,0.71,0.33,0.25,0.64,0.41,0.31,0.29,0.84,0.71,0.83
google-gears.csv,0.52,0.47,0.63,0.28,0.84,1.0,0.94,0.98,0.32,0.57,0.54
jnode.csv,0.03,0.34,0.19,0.41,0.1,0.06,0.14,0.04,0.19,0.07,0.22
openmeetings.csv,0.13,0.19,0.24,0.03,0.48,0.28,0.08,0.34,0.14,0.07,0.26
pgui.csv,0.48,0.92,0.0,0.41,0.82,0.71,0.8,0.3,0.46,1.0,1.0
wxcrp.csv,0.23,0.86,0.84,0.62,0.97,0.98,0.9,0.99,0.62,0.36,0.73
