,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.61,0.34,0.58,0.92,0.91,0.83,0.65,0.62,1.05,0.37,0.25,0.56
aubit4gl.csv,0.93,0.67,0.79,0.93,0.47,0.96,0.89,0.98,0.54,0.87,0.3,0.83
liferea.csv,0.75,0.8,0.58,0.41,0.89,0.64,0.74,0.64,0.83,0.88,0.49,0.7
moving-pictures.csv,0.59,0.6,0.55,0.71,0.6,0.69,0.53,0.9,0.78,0.59,0.34,0.56
olex2.csv,0.56,0.82,0.55,0.41,0.56,0.56,0.73,0.54,1.11,0.62,0.47,0.42
opensim4opencog.csv,0.53,0.9,0.5,0.47,0.71,0.53,0.6,0.5,0.63,0.65,0.47,0.49
plearn.csv,0.44,0.49,0.54,0.64,0.88,0.8,0.67,0.8,0.91,0.69,0.33,0.53
psrchive.csv,0.52,0.35,0.27,0.8,0.8,0.7,0.67,0.97,0.5,0.67,0.31,0.55
re2c.csv,0.7,0.02,0.72,0.69,0.66,0.86,0.66,0.7,0.53,0.88,1.1,0.71
rebecca-aiml.csv,0.6,0.59,0.61,0.7,0.68,0.63,0.76,0.52,0.23,0.49,0.55,0.69
wxcode.csv,0.63,0.71,0.67,0.58,0.7,0.52,0.74,0.7,0.87,0.54,0.17,0.7
xfce.csv,0.53,0.88,0.71,0.49,0.71,0.74,0.83,0.53,0.69,0.77,0.67,0.65
