,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.59,0.11,0.76,0.69,0.12,0.57
nsis.csv,0.4,0.74,0.05,0.41,0.62,0.51
papertoolkit.csv,0.51,0.27,0.36,0.96,0.56,0.45
plearn.csv,0.65,0.37,0.33,0.38,0.66,0.6
qdvdauthor.csv,0.57,0.6,0.32,0.38,0.68,0.47
tango-cs.csv,0.63,0.0,0.82,0.21,0.2,0.6
