,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.52,0.67,0.04,0.62,0.73,0.74,0.73,0.64,0.67,0.76,0.6,0.78,0.76,0.65,0.8,0.44
biodwh.csv,0.71,0.76,0.76,0.94,0.81,0.97,0.7,0.9,0.92,1.1,0.89,1.0,0.94,0.91,0.08,0.72
blue-c.csv,0.46,0.56,0.58,0.41,0.54,0.07,0.41,0.52,0.57,0.77,0.74,0.57,0.54,0.58,0.65,0.45
cities3d.csv,0.71,0.77,0.9,0.75,0.11,0.9,0.88,0.87,0.81,0.96,0.91,0.8,0.66,0.77,0.81,0.83
firebird.csv,0.53,0.04,0.6,0.64,0.58,0.55,0.64,0.64,0.57,0.68,0.73,0.51,0.62,0.68,0.67,0.8
jcache.csv,0.61,0.69,0.64,0.85,0.76,0.77,0.65,0.74,0.73,0.75,0.78,0.82,0.89,0.71,0.68,0.03
jparsec.csv,0.83,0.71,0.65,0.98,0.82,0.75,0.5,0.83,0.8,0.97,0.02,0.91,0.8,0.77,0.75,0.34
mscore.csv,0.56,0.53,0.57,0.62,0.64,0.49,0.59,0.02,0.66,0.62,0.73,0.38,0.54,0.57,0.68,0.49
nabu-library.csv,0.68,0.81,0.78,0.46,0.76,0.56,0.78,0.58,0.77,0.01,0.89,0.84,0.61,0.69,0.89,0.95
ns-3-dev-def-routing.csv,0.51,0.65,0.72,0.59,0.84,0.87,0.67,0.76,0.84,1.0,0.8,0.75,0.01,0.75,0.93,0.7
open-ms.csv,0.78,0.72,0.76,0.7,0.69,1.03,0.56,0.75,0.83,0.97,0.68,0.71,0.8,0.07,0.96,0.91
popeye-chess.csv,0.55,0.59,0.62,0.03,0.78,0.46,0.69,0.48,0.61,0.53,0.68,0.67,0.62,0.6,0.6,0.32
qgo.csv,0.0,0.58,0.54,0.52,0.71,0.8,0.46,0.63,0.59,0.66,0.66,0.51,0.6,0.6,0.55,0.54
webdriver.csv,0.5,0.59,0.58,0.42,0.52,0.63,0.02,0.63,0.53,1.06,0.72,0.68,0.56,0.66,0.65,0.71
xined.csv,0.83,0.89,0.77,0.86,0.81,1.0,0.78,0.82,0.77,0.88,0.91,0.3,0.84,0.91,0.62,1.09
yafdotnet.csv,0.41,0.56,0.58,0.69,0.63,0.68,0.59,0.6,0.07,0.9,0.78,0.58,0.55,0.64,0.71,0.42
