,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.28,0.37,0.81,0.54,0.67,0.68,0.28,0.39,0.23,0.67,0.8,0.6,0.74,0.09,0.35,0.29,0.38,0.78,0.6
autofac.csv,0.6,0.53,0.18,0.78,0.36,0.59,0.52,0.44,0.25,0.7,0.61,0.58,0.22,0.1,0.7,0.27,0.59,0.52,0.7
avisynth2.csv,0.35,0.35,0.3,0.22,0.0,0.07,0.19,0.05,0.17,0.08,0.23,0.25,0.0,0.75,0.34,0.0,0.5,0.03,0.12
dsworkbench.csv,0.71,0.75,0.79,0.31,0.23,0.36,0.24,0.16,0.51,0.34,0.54,0.33,0.0,0.13,0.81,0.22,0.27,0.3,0.3
exist.csv,0.83,0.6,0.79,0.64,0.58,0.77,0.43,0.52,0.56,0.77,0.86,0.81,0.76,0.1,0.52,0.19,0.42,0.73,0.97
forester-atv.csv,0.05,0.73,0.65,0.34,0.03,0.29,0.1,0.15,0.48,0.43,0.23,0.65,0.0,0.0,0.56,0.22,0.5,0.08,0.44
freelords.csv,0.93,0.51,0.87,0.64,0.67,0.71,0.65,0.49,0.57,0.71,0.71,0.43,0.76,0.04,0.82,0.19,0.4,0.71,0.79
gephex.csv,0.2,0.28,0.78,0.61,0.68,0.71,0.49,0.5,0.4,0.55,0.77,0.76,0.88,0.0,0.61,0.18,0.46,0.73,0.67
google-collections.csv,0.9,0.55,0.86,0.64,0.71,0.84,0.45,0.51,0.55,0.72,0.86,0.85,0.88,0.09,0.91,0.22,0.42,0.78,0.98
java-gnome.csv,0.22,0.4,0.64,0.41,0.55,0.44,0.38,0.3,0.17,0.44,0.45,0.7,0.85,0.09,0.28,0.17,0.07,0.49,0.23
jpaul.csv,0.65,0.45,0.79,0.44,0.0,0.15,0.6,0.32,0.36,0.38,0.21,0.62,0.09,0.13,0.75,0.27,0.49,0.03,0.16
neodatis-odb.csv,0.41,0.46,0.3,0.33,0.09,0.25,0.2,0.6,0.4,0.36,0.59,0.0,0.0,0.05,0.48,0.2,0.11,0.46,0.83
octet.csv,0.53,0.44,0.49,0.52,0.09,0.34,0.27,0.43,0.5,0.63,0.75,0.23,0.1,0.12,0.7,0.5,0.2,0.56,0.83
personalaccess.csv,0.26,0.59,0.74,0.6,0.18,0.29,0.49,0.36,0.52,0.45,0.67,0.73,0.0,0.0,0.86,0.47,0.29,0.19,0.54
pokenetonline.csv,0.73,0.56,0.87,0.59,0.69,0.81,0.51,0.5,0.57,0.72,0.84,0.83,0.6,0.1,0.9,0.23,0.54,0.73,0.91
rcp-company-uibindings.csv,0.79,0.58,0.8,0.49,0.39,0.71,0.52,0.33,0.39,0.41,0.72,0.34,0.26,0.14,0.61,0.12,0.36,0.56,0.92
scenemonitor.csv,0.45,0.45,0.8,0.53,0.52,0.58,0.58,0.34,0.76,0.19,0.69,0.67,0.27,0.0,0.7,0.29,0.36,0.3,0.56
servicestack.csv,0.07,0.61,0.64,0.48,0.0,0.27,0.1,0.36,0.09,0.64,0.78,0.53,0.0,0.14,0.46,0.18,0.63,0.03,0.22
st-filteredstatistics.csv,0.6,0.42,0.55,0.58,0.67,0.82,0.41,0.5,0.54,0.66,0.89,0.66,0.89,0.12,0.76,0.2,0.47,0.54,0.81
