,f1,g,recall,precision,pf,wins
adonthell.csv,0.54,0.44,0.58,0.65,0.36,14
autofac.csv,0.53,0.51,0.49,0.75,0.37,18
avisynth2.csv,0.19,0.15,0.12,0.56,0.05,0
dsworkbench.csv,0.31,0.25,0.21,0.66,0.12,4
exist.csv,0.64,0.39,0.87,0.63,0.88,8
forester-atv.csv,0.29,0.21,0.18,0.78,0.07,6
freelords.csv,0.67,0.56,0.74,0.57,0.63,17
gephex.csv,0.61,0.43,0.69,0.55,0.61,9
google-collections.csv,0.72,0.0,1.0,0.57,1.0,3
java-gnome.csv,0.4,0.35,0.31,0.7,0.22,7
jpaul.csv,0.36,0.38,0.35,0.49,0.38,2
neodatis-odb.csv,0.33,0.32,0.29,0.54,0.3,1
octet.csv,0.49,0.48,0.45,0.67,0.29,11
personalaccess.csv,0.47,0.4,0.37,0.75,0.12,16
pokenetonline.csv,0.69,0.45,0.86,0.59,0.78,12
rcp-company-uibindings.csv,0.49,0.5,0.46,0.63,0.34,10
scenemonitor.csv,0.52,0.46,0.42,0.68,0.23,13
servicestack.csv,0.27,0.35,0.31,0.57,0.14,5
st-filteredstatistics.csv,0.58,0.56,0.68,0.58,0.54,15
