,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.84,0.84,0.88,0.78,0.47,0.55,0.78,0.9,0.86,0.76,0.86,0.59,0.41,0.98,0.79,0.54,0.7,0.95,0.6
autofac.csv,0.75,0.82,0.9,0.3,0.77,0.67,0.49,0.81,0.85,0.65,0.6,0.62,0.96,0.67,0.66,0.57,0.53,0.75,0.5
avisynth2.csv,0.79,0.75,0.82,0.87,1.0,0.96,0.88,0.97,0.9,0.96,0.87,0.85,1.0,0.03,0.8,1.0,0.55,0.99,0.94
dsworkbench.csv,0.45,0.32,0.42,0.8,0.87,0.78,0.83,0.9,0.58,0.85,0.67,0.8,1.0,0.65,0.83,0.86,0.82,0.82,0.83
exist.csv,1.04,0.85,0.83,0.97,0.84,0.78,1.0,0.88,0.69,0.36,1.0,0.92,0.85,0.89,0.66,0.99,1.0,0.89,1.0
forester-atv.csv,0.97,0.37,0.67,0.77,0.98,0.83,0.94,0.92,0.62,0.72,0.87,0.51,1.0,1.0,0.62,0.86,0.59,0.96,0.72
freelords.csv,0.52,0.74,0.81,0.64,0.87,0.55,0.34,0.67,0.73,0.91,0.58,0.77,0.79,0.94,0.86,0.7,0.68,0.68,0.77
gephex.csv,0.89,0.9,1.01,0.91,0.92,0.56,0.61,0.75,0.71,0.78,0.44,0.93,1.0,1.17,0.66,0.91,0.68,0.44,0.63
google-collections.csv,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.76,1.0,1.0,0.96,1.0,1.0,1.0,1.0
java-gnome.csv,0.88,0.73,0.57,0.71,0.6,0.74,0.71,0.82,0.9,0.73,0.71,0.78,0.26,0.73,0.84,0.77,0.96,0.67,0.87
jpaul.csv,0.72,0.75,0.89,0.7,1.0,0.94,0.45,0.79,0.75,0.81,0.92,0.77,1.02,0.54,0.62,0.62,0.51,0.99,0.91
neodatis-odb.csv,1.24,0.78,0.83,0.8,0.95,0.86,0.97,0.44,0.71,0.77,0.69,1.0,1.0,0.88,0.71,0.69,0.94,0.73,0.57
octet.csv,0.64,0.69,0.69,0.71,0.95,0.8,0.84,0.66,0.59,0.67,0.45,0.87,0.96,0.71,0.82,0.33,0.88,0.62,0.57
personalaccess.csv,0.85,0.49,0.64,0.53,0.9,0.83,0.54,0.72,0.57,0.7,0.58,0.54,1.01,1.0,0.35,0.44,0.82,0.89,0.74
pokenetonline.csv,0.43,0.88,0.94,0.87,0.73,0.54,0.61,0.88,0.56,1.0,0.92,0.28,0.84,0.92,0.88,0.8,0.53,0.87,0.43
rcp-company-uibindings.csv,0.35,0.62,0.77,0.64,0.79,0.54,0.49,0.86,0.71,0.74,0.53,0.79,0.88,0.5,0.61,0.86,0.67,0.71,0.15
scenemonitor.csv,0.71,0.72,0.66,0.59,0.63,0.6,0.43,0.77,0.27,0.89,0.49,0.7,0.91,1.0,0.6,0.72,0.68,0.83,0.68
servicestack.csv,0.96,0.5,0.76,0.65,1.0,0.85,0.94,0.72,0.95,0.64,0.48,0.63,1.0,0.51,0.71,0.86,0.34,0.99,0.88
st-filteredstatistics.csv,0.57,0.86,0.69,0.75,0.74,0.69,0.86,0.63,0.59,0.93,0.22,0.71,0.88,0.57,0.55,0.8,0.56,0.71,0.59
