,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.0,0.65,0.88,0.7,0.21,0.36,0.34,0.81,0.09,0.73,0.85,0.28,0.12,0.98,0.12,0.33,0.57,0.95,0.2
autofac.csv,0.5,0.8,0.06,0.12,0.19,0.43,0.34,0.74,0.03,0.61,0.31,0.32,0.44,0.58,0.52,0.37,0.04,0.51,0.2
avisynth2.csv,0.0,0.18,0.06,0.12,0.04,0.0,0.05,0.03,0.03,0.05,0.0,0.08,0.06,0.03,0.12,0.0,0.15,0.05,0.0
dsworkbench.csv,0.0,0.3,0.31,0.12,0.06,0.07,0.12,0.13,0.19,0.45,0.31,0.04,0.0,0.65,0.8,0.02,0.04,0.05,0.0
exist.csv,1.0,0.85,0.81,0.97,0.77,0.75,1.0,0.87,0.66,0.26,1.0,0.92,0.81,0.89,0.2,0.98,1.0,0.88,1.0
forester-atv.csv,0.0,0.35,0.5,0.15,0.0,0.11,0.07,0.01,0.38,0.07,0.0,0.16,0.0,0.0,0.16,0.02,0.09,0.0,0.1
freelords.csv,0.5,0.68,0.81,0.61,0.85,0.39,0.24,0.59,0.72,0.91,0.46,0.36,0.75,0.66,0.84,0.41,0.59,0.63,0.7
gephex.csv,0.0,0.57,1.0,0.91,0.92,0.43,0.56,0.71,0.38,0.65,0.31,0.92,1.0,0.61,0.4,0.86,0.65,0.29,0.4
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.76,1.0,1.0,0.96,1.0,1.0,1.0,1.0
java-gnome.csv,0.0,0.45,0.31,0.18,0.23,0.25,0.1,0.46,0.06,0.32,0.15,0.72,0.12,0.31,0.08,0.29,0.2,0.22,0.0
jpaul.csv,0.5,0.62,0.88,0.09,0.0,0.21,0.44,0.44,0.38,0.41,0.31,0.64,0.38,0.42,0.52,0.24,0.3,0.0,0.0
neodatis-odb.csv,1.0,0.68,0.12,0.33,0.06,0.14,0.66,0.3,0.12,0.15,0.46,0.04,0.0,0.58,0.24,0.39,0.02,0.37,0.5
octet.csv,0.0,0.42,0.19,0.58,0.02,0.14,0.54,0.14,0.31,0.58,0.31,0.04,0.12,0.71,0.72,0.16,0.02,0.29,0.5
personalaccess.csv,0.0,0.3,0.56,0.12,0.04,0.07,0.41,0.31,0.34,0.06,0.38,0.44,0.12,0.08,0.28,0.12,0.02,0.1,0.4
pokenetonline.csv,0.0,0.88,0.94,0.85,0.71,0.5,0.59,0.87,0.47,1.0,0.92,0.08,0.69,0.92,0.88,0.78,0.52,0.85,0.4
rcp-company-uibindings.csv,0.0,0.57,0.75,0.33,0.4,0.39,0.34,0.64,0.28,0.24,0.38,0.12,0.25,0.37,0.28,0.47,0.33,0.51,0.0
scenemonitor.csv,0.0,0.55,0.62,0.21,0.25,0.18,0.24,0.46,0.19,0.05,0.23,0.6,0.38,0.02,0.44,0.1,0.22,0.2,0.3
servicestack.csv,0.0,0.42,0.62,0.27,0.0,0.14,0.05,0.26,0.03,0.55,0.38,0.04,0.0,0.39,0.16,0.06,0.24,0.0,0.0
st-filteredstatistics.csv,0.0,0.75,0.38,0.7,0.71,0.68,0.83,0.54,0.47,0.92,0.15,0.6,0.88,0.47,0.44,0.75,0.2,0.49,0.5
