,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.46,0.0,0.0,0.99,0.13,0.17,0.0,0.0,0.05
chrysalis.csv,0.66,0.58,0.0,0.64,0.69,0.49,0.46,0.51,0.83
jahshaka.csv,0.68,0.82,0.48,0.46,0.54,0.55,0.57,0.5,0.6
jam-daq.csv,0.53,0.11,0.29,0.58,0.64,0.69,0.09,0.25,0.13
jatlas.csv,0.55,0.62,0.51,0.6,0.97,0.62,0.21,0.22,0.49
jedit.csv,0.75,0.64,0.6,0.0,0.3,0.09,0.53,0.6,0.57
open-media-library.csv,0.56,0.5,0.68,0.0,0.89,0.68,0.46,0.52,0.0
panda3d.csv,0.7,0.5,0.49,0.7,0.77,0.6,0.5,0.53,0.73
wheat.csv,0.39,0.47,0.0,0.63,0.78,0.55,0.69,0.49,0.34
