,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv,mule.csv
calcubetimer.csv,17.0,0.0,14.0,,0.0,1.0
chaperon.csv,1.0,1.0,,0.0,2.0,2.0
mule.csv,1.0,0.0,2.0,0.0,1.0,
nunit.csv,0.0,0.0,3.0,0.0,,0.0
springside.csv,,0.0,5.0,0.0,5.0,2.0
swtfox.csv,38.0,,6.0,1.0,0.0,3.0
