,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.42,0.51,0.41,0.42,0.22
n2cms.csv,0.71,0.4,0.31,0.42,0.72
nassp.csv,0.39,0.28,0.34,0.6,0.37
nug.csv,0.53,0.08,0.64,0.33,0.61
oorexx.csv,0.21,0.4,0.3,0.53,0.71
