,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.38,0.79,0.53,0.58,0.14
n2cms.csv,0.79,0.64,0.47,0.92,0.86
nassp.csv,0.33,0.29,0.35,0.75,0.25
nug.csv,0.71,0.07,0.82,0.5,0.56
oorexx.csv,0.15,0.57,0.41,0.83,0.69
