,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.42,0.77,0.52,0.6,0.17
n2cms.csv,0.77,0.64,0.4,0.71,0.57
nassp.csv,0.37,0.33,0.39,0.76,0.29
nug.csv,0.59,0.09,0.78,0.52,0.57
oorexx.csv,0.18,0.59,0.41,0.79,0.68
