,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.79,0.56,0.56,0.64,0.45,0.95
ingex.csv,0.12,0.36,0.06,0.36,0.93,0.29
jgnash.csv,0.18,1.0,0.38,0.3,0.52,0.12
mp-rechnungs-und-kundenverwaltung.csv,0.3,0.2,0.31,0.98,0.59,0.34
openefm.csv,0.97,0.72,0.19,0.79,0.55,0.2
yarp0.csv,0.42,0.28,0.94,0.7,0.76,0.59
