,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.84,0.59,0.42,0.46,0.56,0.0
ingex.csv,0.09,0.32,0.18,0.26,0.06,0.24
jgnash.csv,0.12,0.0,0.05,0.23,0.16,0.09
mp-rechnungs-und-kundenverwaltung.csv,0.15,0.15,0.13,0.01,0.34,0.17
openefm.csv,0.01,0.37,0.16,0.72,0.1,0.08
yarp0.csv,0.42,0.19,0.0,0.58,0.54,0.38
