,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.86,0.73,0.61,0.59,0.79,0.05
ingex.csv,0.88,0.71,0.96,0.69,0.09,0.75
jgnash.csv,0.83,0.0,0.63,0.74,0.51,0.88
mp-rechnungs-und-kundenverwaltung.csv,0.71,0.81,0.7,0.02,0.54,0.68
openefm.csv,0.03,0.47,0.83,0.75,0.46,0.81
yarp0.csv,0.71,0.74,0.06,0.65,0.59,0.56
