,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.43,0.62,0.6,0.53,0.46,0.67
ingex.csv,0.9,0.78,0.88,0.75,0.57,0.86
jgnash.csv,0.93,0.96,0.88,0.78,0.52,0.91
mp-rechnungs-und-kundenverwaltung.csv,0.75,0.96,0.9,0.64,0.41,0.56
openefm.csv,0.61,0.58,0.78,0.39,0.57,0.85
yarp0.csv,0.57,0.79,0.67,0.39,0.43,0.63
