,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.0,2.0,8.0,62.0,3.0,1.0,2.0,3.0,0.0,9.0,0.0,3.0
archive-crawler.csv,0.0,0.0,2.0,11.0,3.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0
blue-c.csv,0.0,2.0,38.0,62.0,4.0,0.0,1.0,1.0,0.0,6.0,0.0,28.0
dynalloy.csv,0.0,2.0,32.0,1.0,9.0,2.0,0.0,3.0,0.0,8.0,2.0,33.0
jcae.csv,1.0,3.0,2.0,11.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0
kmatplot.csv,1.0,3.0,24.0,0.0,78.0,0.0,2.0,3.0,0.0,1.0,1.0,33.0
mscore.csv,0.0,1.0,43.0,24.0,5.0,0.0,0.0,0.0,2.0,4.0,0.0,21.0
nosleepsoftware.csv,1.0,0.0,1.0,0.0,78.0,0.0,0.0,2.0,6.0,77.0,50.0,1.0
openmalaria.csv,5.0,1.0,41.0,18.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,7.0
popeye-chess.csv,0.0,7.0,30.0,9.0,3.0,1.0,0.0,3.0,0.0,2.0,1.0,4.0
riff-evolve.csv,0.0,0.0,23.0,62.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0
virtuoso.csv,0.0,2.0,48.0,1.0,1.0,2.0,3.0,3.0,0.0,18.0,0.0,0.0
