,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.16,0.47,0.26,0.0,0.57,0.79,0.81,0.46,0.54,0.38,0.68,0.6
archive-crawler.csv,0.3,0.46,0.35,0.11,0.68,0.72,0.73,0.62,0.55,0.5,0.47,0.44
blue-c.csv,0.2,0.4,0.11,0.0,0.57,0.86,0.8,0.54,0.51,0.31,0.49,0.24
dynalloy.csv,0.16,0.62,0.07,0.07,0.4,0.74,0.55,0.39,0.55,0.31,0.5,0.18
jcae.csv,0.4,0.42,0.35,0.08,0.75,0.86,0.88,0.65,0.8,0.4,0.47,0.58
kmatplot.csv,0.43,0.34,0.13,0.25,0.0,0.57,0.64,0.62,0.56,0.4,0.46,0.23
mscore.csv,0.22,0.37,0.11,0.2,0.57,0.76,0.81,0.6,0.53,0.35,0.42,0.25
nosleepsoftware.csv,0.75,0.33,0.33,0.62,0.0,1.0,0.56,0.4,0.42,0.0,0.0,0.33
openmalaria.csv,0.25,0.34,0.11,0.24,0.8,0.72,0.7,0.72,0.55,0.33,0.4,0.26
popeye-chess.csv,0.33,0.44,0.14,0.2,0.68,0.77,0.71,0.62,0.59,0.41,0.46,0.33
riff-evolve.csv,0.28,0.64,0.14,0.0,0.7,1.0,0.86,0.7,0.73,0.32,0.48,0.33
virtuoso.csv,0.2,0.36,0.1,0.26,0.76,0.55,0.62,0.48,0.48,0.28,0.45,0.47
