,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.48,0.38,0.56,0.0,0.46,0.87,0.17,0.57,0.58,0.61,0.71,0.21
archive-crawler.csv,0.45,0.44,0.67,0.12,0.71,0.7,0.51,0.5,0.7,0.61,0.71,0.17
blue-c.csv,0.9,0.87,0.89,0.0,0.94,0.83,0.56,0.76,0.85,0.7,0.95,0.95
dynalloy.csv,0.69,0.87,0.33,0.12,0.71,0.47,0.5,0.67,0.73,0.7,0.81,0.48
jcae.csv,0.55,0.21,0.89,0.06,0.34,0.6,0.3,0.36,0.31,0.7,0.33,0.45
kmatplot.csv,0.79,0.35,0.78,0.88,0.0,0.83,0.29,0.31,0.31,0.61,0.57,0.98
mscore.csv,0.9,1.0,1.0,0.5,0.86,0.83,0.7,0.81,0.86,0.87,1.0,1.0
nosleepsoftware.csv,0.1,0.04,0.11,0.62,0.0,0.03,0.19,0.05,0.05,0.0,0.0,0.02
openmalaria.csv,0.76,0.56,1.0,0.69,0.57,0.7,0.83,0.74,0.68,0.7,0.86,0.74
popeye-chess.csv,0.48,0.44,0.89,0.38,0.71,0.57,0.65,0.5,0.73,0.78,0.86,0.64
riff-evolve.csv,0.69,0.44,0.89,0.0,0.66,0.43,0.4,0.38,0.67,0.43,0.57,0.83
virtuoso.csv,0.72,0.96,1.0,1.0,0.46,1.0,0.77,0.98,0.9,0.65,0.86,0.48
