,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.46,0.42,0.6,0.0,0.5,0.84,0.2,0.54,0.57,0.6,0.72,0.25
archive-crawler.csv,0.49,0.48,0.7,0.14,0.71,0.7,0.54,0.54,0.63,0.63,0.63,0.2
blue-c.csv,0.48,0.59,0.53,0.0,0.76,0.83,0.59,0.68,0.5,0.58,0.66,0.33
dynalloy.csv,0.42,0.83,0.35,0.14,0.42,0.51,0.48,0.41,0.63,0.59,0.69,0.45
jcae.csv,0.59,0.25,0.87,0.07,0.39,0.64,0.35,0.41,0.36,0.67,0.37,0.5
kmatplot.csv,0.78,0.38,0.67,0.32,0.0,0.56,0.33,0.35,0.35,0.61,0.56,0.0
mscore.csv,0.62,0.09,0.3,0.44,0.74,0.79,0.71,0.74,0.6,0.66,0.13,0.33
nosleepsoftware.csv,0.12,0.05,0.13,0.66,0.0,0.04,0.22,0.06,0.06,0.0,0.0,0.02
openmalaria.csv,0.68,0.51,0.33,0.53,0.61,0.7,0.72,0.74,0.62,0.61,0.34,0.63
popeye-chess.csv,0.52,0.47,0.7,0.4,0.71,0.6,0.64,0.54,0.67,0.71,0.63,0.63
riff-evolve.csv,0.67,0.49,0.68,0.0,0.68,0.49,0.45,0.43,0.69,0.46,0.57,0.73
virtuoso.csv,0.59,0.13,0.0,0.09,0.51,0.0,0.58,0.4,0.2,0.53,0.6,0.52
