,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.6,0.25,0.18,0.36,0.27,0.28,0.06,0.55,0.48,0.42,0.23,0.04
archive-crawler.csv,0.24,0.3,0.14,0.34,0.27,0.32,0.28,0.25,0.56,0.25,0.57,0.06
blue-c.csv,0.83,0.74,0.8,0.55,0.57,0.16,0.21,0.53,0.81,0.65,0.7,0.91
dynalloy.csv,0.84,0.31,0.54,0.55,0.84,0.2,0.6,0.84,0.59,0.64,0.57,0.64
jcae.csv,0.19,0.16,0.19,0.23,0.09,0.12,0.06,0.16,0.08,0.44,0.27,0.1
kmatplot.csv,0.24,0.38,0.57,0.91,0.0,0.76,0.24,0.16,0.24,0.38,0.47,1.0
mscore.csv,0.72,0.98,0.92,0.7,0.52,0.32,0.24,0.45,0.73,0.67,0.97,0.91
nosleepsoftware.csv,0.01,0.04,0.03,0.13,0.09,0.0,0.22,0.06,0.08,0.05,0.1,0.01
openmalaria.csv,0.53,0.62,0.91,0.72,0.11,0.32,0.52,0.24,0.54,0.6,0.9,0.61
popeye-chess.csv,0.23,0.32,0.62,0.51,0.27,0.2,0.39,0.25,0.49,0.47,0.7,0.39
riff-evolve.csv,0.4,0.14,0.65,0.34,0.23,0.0,0.09,0.14,0.24,0.38,0.43,0.51
virtuoso.csv,0.65,0.97,1.0,0.98,0.11,1.0,0.71,0.88,0.95,0.69,0.73,0.16
