,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,0.5,0.62,0.67,0.91,0.92,0.86,0.79,0.95,0.93,0.99,0.9
etherboot.csv,0.48,0.0,0.56,0.64,0.0,0.62,0.67,0.53,0.0,0.0,0.0
ffigo.csv,0.0,0.78,0.62,0.67,0.0,0.8,0.72,0.6,0.41,0.78,0.8
gebr.csv,0.38,0.38,0.41,0.42,0.35,0.45,0.34,0.37,0.38,0.37,0.34
gpac.csv,0.65,0.62,0.96,0.92,0.51,0.97,0.93,0.6,0.57,0.37,0.36
libtorrent.csv,0.51,0.41,0.47,0.44,0.35,0.41,0.39,0.4,0.4,0.39,0.37
miranda.csv,0.0,0.0,0.51,0.49,0.93,0.0,0.38,0.94,0.38,0.99,0.36
modellus.csv,0.5,0.76,0.57,0.48,0.57,0.58,0.54,0.42,0.51,0.37,0.36
mplayer-ce.csv,0.43,0.41,0.45,0.43,0.48,0.52,0.4,0.4,0.42,0.56,0.47
nicepress.csv,0.5,0.5,0.51,0.47,0.34,0.47,0.48,0.56,0.41,0.38,0.34
vapor.csv,0.5,0.47,0.42,0.41,0.0,0.46,0.34,0.36,0.9,0.0,0.0
